primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
CBD,,Overall,10000,0.0,0,,,,
Central,,Overall,2943162,0.044,49225,,11.85,,
East,,Overall,2743083,0.023,-2351,,11.26,,
Falcon,,Overall,43475,0.0,0,,,,
Fountain/Security/Widefield,,Overall,1585616,0.128,3180,,7.58,,
Greater Downtown,,Overall,1612747,0.004,-6400,,,,
Northeast,,Overall,2620672,0.048,28952,164168,7.73,,
Northwest,,Overall,8077216,0.026,-24106,,11.30,,
Southeast,,Overall,12283356,0.025,293084,106750,11.52,,
Southwest,,Overall,1162639,0.014,-16426,,9.50,,
Tri-Lakes,,Overall,649063,0.251,219043,,10.50,,
West Side/Manitou,,Overall,718512,0.039,-23735,,13.43,,
METRO TOTAL,,Overall,34449541,0.036,520466,270918,10.20,,
