primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
Central PA,Adams County,Industrial,2916961,0.000,400000,0,,,
Central PA,Cumberland County,Industrial,66061816,0.047,-1857909,0,8.08,0,
Central PA,Dauphin County,Industrial,32314474,0.082,1105791,0,8.05,328000,
Central PA,Franklin County,Industrial,25654376,0.121,329880,0,7.16,0,
Central PA,Lancaster County,Industrial,56869925,0.053,872339,399280,8.85,0,
Central PA,Lebanon County,Industrial,18217308,0.075,1277802,0,8.39,0,
Central PA,York County,Industrial,73145018,0.053,335500,863267,8.13,586780,
Central PA,Subtotal,Industrial,275179878,0.062,2463403,1262547,8.01,914780,
Lehigh Valley PA,Berks County,Industrial,40103348,0.079,1383141,0,8.99,0,
Lehigh Valley PA,Lehigh County,Industrial,63938061,0.052,-827655,224000,11.71,0,
Lehigh Valley PA,Northampton County,Industrial,54436817,0.123,-168442,174444,11.78,474115,
Lehigh Valley PA,Subtotal,Industrial,158478226,0.083,387044,398444,11.29,474115,
Northeast PA,Carbon County,Industrial,1253747,0.000,0,699847,,,
Northeast PA,Lackawanna County,Industrial,20282530,0.083,-401997,0,5.18,0,
Northeast PA,Luzerne County,Industrial,56216818,0.065,1036098,1488902,7.50,1047587,
Northeast PA,Monroe County,Industrial,9263345,0.217,659314,0,6.02,0,
Northeast PA,Schuylkill County,Industrial,17667338,0.114,1030875,1040540,7.40,0,
Northeast PA,Subtotal,Industrial,104683778,0.089,2324290,3229289,6.79,1047587,
Total,Total,Industrial,538341882,0.074,5174737,4890280,9.09,2436482,
