primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
Airport,,Total Industrial,7435544,0.158,449962,,0.86,1087981,
Bench,,Total Industrial,1894698,0.002,140192,,0.88,,
Caldwell,,Total Industrial,5645480,0.112,126130,,0.81,410880,
Downtown,,Total Industrial,621267,0.22,-26075,,0.79,,
Eagle,,Total Industrial,257357,,,1.42,,
Kuna,,Total Industrial,203390,,,,,,
Meridian,,Total Industrial,6090379,0.002,47919,207704,1.21,,
Middleton,,Total Industrial,265608,,,,,,
Nampa,,Total Industrial,14361254,0.113,1175283,340848,0.82,1190108,
North Boise,,Total Industrial,1704516,0.005,-2890,,0.91,,
South Meridian,,Total Industrial,876649,,10004,,,,
Southeast,,Total Industrial,4287732,0.004,31974,,0.8,,
Southwest,,Total Industrial,2369799,0.01,88997,88140,1.01,,
Star,,Total Industrial,58076,,,,,,
West,,Total Industrial,3572338,0.029,-42803,,1.04,,
West Canyon,,Total Industrial,1089102,,,,,,
Market Total,,Total Industrial,50958659,0.074,1998693,636692,0.84,2688969,
