primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
Northgate/Natomas,,"Industrial",24797811,0.093,386395,,0.84,,
Richards,,"Industrial",4735386,0.049,-13216,,0.66,,
Downtown/Midtown/East Sacramento,,"Industrial",4956388,0.012,0,,0.91,,
West Sacramento,,"Industrial",25410592,0.059,108863,,0.83,,
South Sacramento,,"Industrial",5548880,0.045,1470,,1.24,,
Elk Grove/Laguna/Galt,,"Industrial",7815516,0.016,-9782,,1.14,,
Power Inn Area,,"Industrial",28728052,0.030,-130651,,0.78,,
Northeast Sacramento,,"Industrial",6945745,0.031,10660,,0.86,,
Rancho Cordova,,"Industrial",20172263,0.068,1067498,,0.84,,
Roseville/Rocklin,,"Industrial",16770070,0.019,-7603,,0.97,,
1-80/Roseville Rd,,"Industrial",11049261,0.019,57132,,0.99,,
Lincoln,,"Industrial",3756011,0.019,0,,0.75,,
Woodland/Davis,,"Industrial",18039435,0.050,-7579,,0.68,,
Folsom/El Dorado Hills,,"Industrial",5008830,0.047,8062,,1.15,,
McClellan Park,,"Industrial",7985624,0.033,193364,,0.60,,
Auburn/Newcastle,,"Industrial",3051504,0.023,-2910,,0.95,,
Market Total,,"Industrial",194771368,0.046,1661703,,0.83,,
