primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
Central Atlanta,,"Industrial",7129348,0.078,-41030,,10.40,,
Chattahoochee,,"Industrial",14933989,0.056,-6928,220863,9.94,,
Northwest/1-75,,"Industrial",82982511,0.124,1520352,1104300,6.76,224248,
Central/GA 400,,"Industrial",25534412,0.041,66610,381169,9.10,,
Northeast/1-85,,"Industrial",214148946,0.094,2194340,1709209,7.30,1144379,
Stone Mountain,,"Industrial",27996533,0.041,-184553,,6.50,,
Airport,,"Industrial",85044174,0.064,-141572,733526,7.49,,
Southeast/1-75,,"Industrial",78723932,0.105,-206355,1853945,6.89,3097738,
Southwest/1-85,,"Industrial",64581152,0.076,989565,170000,7.36,1231200,
1-20 East,,"Industrial",42661135,0.079,311466,1729595,6.46,,
1-20 West,,"Industrial",109857222,0.067,689175,1221668,6.57,367360,
ATLANTA,,WAREHOUSE/DISTRIBUTION,626218036,0.091,5269852,9124275,6.72,6064925,
ATLANTA,,SHALLOW BAY,88432450,0.054,-200834,,7.09,,
ATLANTA,,FLEX,38942868,0.051,122052,,11.25,,
ATLANTA,,"Industrial",753593354,0.084,5191070,9124275,7.32,6064925,
