primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
Anderson County,,Overall,29892986,0.062,-14000,0,5.47,,
Cherokee County,,Overall,2752353,0.202,1189440,0,,,
Greenville County,Central Greenville,Overall,15991694,0.058,66646,0,5.78,,
Greenville County,I-385 South,Overall,23413544,0.049,-67000,0,6.66,,
Greenville County,I-85 East,Overall,10493645,0.053,-30430,0,5.51,,
Greenville County,I-85 West,Overall,25578886,0.038,66113,0,6.03,,
Greenville County,Taylors-Greer,Overall,17672181,0.023,-72800,0,3.79,,
Greenville County,Travelers Rest,Overall,3647638,0.005,0,0,7.25,,
Greenville County,Total,Overall,96797588,0.044,-37471,0,5.84,,
Laurens County,,Overall,14119149,0.065,131786,0,4.95,,
Pickens,,Overall,1295060,,,,0,,
Spartanburg County,Spartanburg East,Overall,25135921,0.082,0,1020195,5.43,,
Spartanburg County,Spartanburg West,Overall,73886344,0.155,782313,349844,6.16,,
Spartanburg County,Total,Overall,99022265,0.119,782313,1370039,5.80,,
MARKET TOTAL,,Manufacturing,101054048,0.021,-9037,,4.27,,
MARKET TOTAL,,R&D/Flex,7578564,0.091,-16264,,7.24,,
MARKET TOTAL,,Warehouse/Distribution,133951729,0.136,4070737,2397259,6.10,,
MARKET TOTAL,,Class A Warehouse,70610854,0.212,4187363,2397259,6.33,,
MARKET TOTAL,,Class B Warehouse,33089026,0.035,-110626,0,5.35,,
MARKET TOTAL,,Overall,242584341,0.086,4045386,2665099,5.90,,
