primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
CBD,,"Industrial",2152612,0.047,,,,,
CBD,,Class A,,,,,,,
CBD,,Class B,305706,0.021,,,,13.20,
North Central,,"Industrial",12961772,0.078,77613,,,,
North Central,,Class A,1844502,0.402,4357,,10.54,,
North Central,,Class B,6141891,0.032,45766,,12.34,,
Northeast,,"Industrial",82143239,0.111,765777,3015742,7.44,451880,
Northeast,,Class A,35881792,0.205,385290,2505936,7.13,451880,
Northeast,,Class B,24613328,0.043,282856,509806,7.86,,
Northwest,,"Industrial",16488887,0.049,336602,,13.22,,
Northwest,,Class A,1415859,0.294,94822,,9.46,,
Northwest,,Class B,7329054,0.041,64948,,15.81,,
South,,"Industrial",26745657,0.048,139789,720000,6.74,,
South,,Class A,9847010,0.063,3175,720000,14.43,,
South,,Class B,10380531,0.029,42976,,,,
San Antonio Total,,"Industrial",140492167,0.088,1329895,3735742,8.55,451880,
San Antonio Total,,Class A,48989163,0.186,487644,3225936,7.55,451880,
San Antonio Total,,Class B,48770510,0.038,436546,509806,11.39,,
