primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
Kenosha,,"Industrial",51241858,0.118,370373,964565,5.44,,
Milwaukee Downtown,,"Industrial",11827396,0.054,-9048,,4.62,,
Milwaukee North Central,,"Industrial",12156421,0.031,65328,,3.60,,
Milwaukee North Shore,,"Industrial",5791117,0.013,-97,,5.16,,
Milwaukee Northwest,,"Industrial",24797870,0.030,107732,28400,4.50,105116,
Milwaukee South,,"Industrial",36003618,0.038,122143,371400,5.64,195000,
Milwaukee South Central,,"Industrial",13288027,0.108,26099,202213,7.09,,
Milwaukee West,,"Industrial",14041261,0.140,164846,50000,4.30,,
Ozaukee,,"Industrial",12256998,0.013,-51100,,5.80,,
Racine,,"Industrial",33078960,0.073,,109636,5.72,,
Sheboygan,,"Industrial",18810566,0.007,,,4.50,99500,
Walworth,,"Industrial",11840462,0.006,-31715,,4.58,,
Washington,,"Industrial",24587850,0.041,479874,273450,70.79,495852,
Waukesha Northeast,,"Industrial",22738689,0.006,22327,242459,6.43,,
Waukesha Northwest,,"Industrial",21311796,0.003,166770,161992,6.24,60000,
Waukesha Southeast,,"Industrial",16371382,0.025,-157953,58000,7.59,,
Waukesha Southwest,,"Industrial",17389009,0.012,-18000,126934,6.32,,
Total,,"Industrial",347533280,0.050,1257579,2688549,5.59,855968,
