primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
Airport,,Industrial,101925533,0.077,258525,2817470,7.14,,
Airport,Airport East,Industrial,45909888,0.119,201546,2817470,6.84,,
Airport,Airport Central,Industrial,56146684,0.043,56979,,7.86,,
Boulder,,Industrial,10827229,0.07,-257167,,14.21,,
I-76 Corridor,,Industrial,15619192,0.208,-35986,54600,7.21,,
Longmont,,Industrial,5824557,0.176,-60029,,14.27,,
North,,Industrial,14051839,0.12,107095,1146759,11.27,,
North Central,,Industrial,35603840,0.061,172187,97336,10.94,,
Northwest,,Industrial,17900654,0.084,58159,694100,13.46,,
South Central,,Industrial,24873549,0.024,-32572,40904,11.05,,
Southeast,,Industrial,23968509,0.062,282166,142471,11.62,,
Southwest,,Industrial,8702727,0.02,60537,175204,13.20,,
West,,Industrial,11251540,0.012,26650,,12.76,,
Denver Market Total,,,270549169,0.076,579565,5168844,9.53,519000,
