primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
Central Kane & DuPage County,,"Industrial",41247775,0.036,849938,296722,8.79,0,
City North,,"Industrial",62045552,0.040,15937,0,12.86,0,
City South,,"Industrial",105878232,0.029,-324458,428533,8.48,220944,
Dekalb Area,,"Industrial",14046789,0.002,74353,775000,6.55,0,
Far Southwest Suburbs,,"Industrial",97338095,0.050,-172877,292053,7.85,0,
Far West Suburbs,,"Industrial",70367266,0.027,150882,1987880,6.08,0,
Joliet Area,,"Industrial",107136251,0.068,-407156,3821539,6.96,1226552,
Lake County,,"Industrial",81019908,0.046,288093,246757,7.01,0,
McHenry County,,"Industrial",23656006,0.043,-64293,0,6.17,0,
Near West Suburbs,,"Industrial",81893362,0.045,-304920,99682,9.49,0,
North DuPage County,,"Industrial",46316919,0.027,408969,470804,7.01,98300,
North Kane County,,"Industrial",36764355,0.071,-166534,0,8.28,0,
Northeast Cook County,,"Industrial",50808059,0.048,-97555,0,7.65,0,
Northwest Cook County,,"Industrial",32242152,0.059,160436,321730,8.43,0,
Northwest Indiana,,"Industrial",33226689,0.060,-16430,1025600,10.21,0,
O'Hare,,"Industrial",102378101,0.030,-550607,66552,11.06,0,
Rockford,,"Industrial",37879035,0.037,1675354,1200000,4.86,200000,
SE Wisconsin,,"Industrial",84320818,0.101,370373,1074201,5.52,0,
South Suburbs,,"Industrial",62811659,0.052,92875,567259,9.96,0,
Southwest Suburbs,,"Industrial",64438092,0.049,-212937,0,9.53,0,
West Suburbs,,"Industrial",39015326,0.015,-9504,31510,9.98,0,
Total,,Distribution/Logistics,883203423,0.049,1477277,9108464,7.94,875742,
Total,,Manufacturing,293994221,0.025,-133508,903565,8.16,0,
Total,,R&D / Flex,25237357,0.014,-7892,0,10.20,0,
Total,,Other Industrial,72395440,0.115,261531,2693793,10.01,870054,
Total,,"Industrial",1274830441,0.047,1597408,12705822,8.19,1745796,
