primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
DFW Airport,East DFW/Las Colinas,,67620844,0.105,-78127,611896,,166460,
DFW Airport,West DFW/Grapevine,,25694699,0.097,-11583,661972,,0,
DFW Airport,,,93315543,0.102,-89710,1273868,,166460,
East Dallas,Central East Dallas,,17798475,0.138,-31542,300347,,0,
East Dallas,East Dallas/Mesquite,,30538766,0.112,676217,0,,0,
East Dallas,Forney/Terrell,,12352512,0.436,792395,0,,738337,
East Dallas,,,60689753,0.185,1437070,300347,,738337,
Northeast Dallas,Allen/McKinney,,17061680,0.041,66522,94413,,0,
Northeast Dallas,Northeast Dallas/Garland,,51605987,0.056,-84453,1619844,,0,
Northeast Dallas,Plano,,21888096,0.05,105586,37664,,0,
Northeast Dallas,Richardson,,16731290,0.071,-114594,102273,,0,
Northeast Dallas,Rockwall,,4193098,0.0,2000,0,,0,
Northeast Dallas,,,111480151,0.053,-24939,1854194,,0,
Northwest Dallas,Denton,,20103793,0.199,276872,429018,,645209,
Northwest Dallas,Lewisville,,34913061,0.05,-150670,800907,,0,
Northwest Dallas,Metropolitan/Addison,,19894648,0.095,-20153,0,,0,
Northwest Dallas,North Stemmons/Valwood,,49193955,0.046,382711,0,,0,
Northwest Dallas,NW Dallas Outlying,,2547700,0.302,0,0,,0,
Northwest Dallas,,,126653157,0.084,488760,1229925,,645209,
South Dallas,Redbird Airport,,21816829,0.039,249341,234900,,0,
South Dallas,Southeast Dallas/I-45,,81614777,0.172,-389850,484246,,0,
South Dallas,Southwest Dallas/US 67,,18937625,0.061,-211793,199800,,0,
South Dallas,,,122369231,0.131,-352302,918946,,0,
South Stemmons,East Hines North,,20233551,0.056,-215899,0,,0,
South Stemmons,East Brookhollow,,7906312,0.03,7776,0,,0,
South Stemmons,Eastern Lonestar/Turnpike,,32478359,0.072,914851,0,,0,
South Stemmons,North Trinity,,9523627,0.078,-90131,0,,0,
South Stemmons,West Hines North,,9294858,0.05,239094,0,,0,
South Stemmons,West Brookhollow,,40746738,0.059,-84981,523167,,0,
South Stemmons,Western Lonestar/Turnpike,,8525265,0.043,19414,0,,0,
South Stemmons,,,128708710,0.06,790124,523167,,0,
287 Corridor,Mansfield/Midlothian,,17892619,0.218,193268,30220,,0,
287 Corridor,Waxahachie/Ennis,,7830849,0.04,0,440000,,0,
287 Corridor,,,25723468,0.164,193268,470220,,0,
Great Southwest/Arlington,Arlington,,26365273,0.064,98722,0,,0,
Great Southwest/Arlington,Lower Great Southwest,,39201736,0.077,-591429,284865,,0,
Great Southwest/Arlington,Upper Great Southwest,,57314868,0.097,228699,805155,,1601508,
Great Southwest/Arlington,,,122881877,0.084,-264008,1090020,,1601508,
North Fort Worth,Meacham Field/Fossil Creek,,47319733,0.072,81861,968308,,0,
North Fort Worth,Northeast Tarrant/Alliance,,79617591,0.099,260717,1164494,,0,
North Fort Worth,West Tarrant,,6568643,0.075,-15976,732284,,0,
North Fort Worth,,,133505967,0.089,326602,2865086,,0,
South Fort Worth,Cleburne,,2896400,0.045,105000,0,,0,
South Fort Worth,East Fort Worth,,26809676,0.079,143457,235906,,121740,
South Fort Worth,North Central Fort Worth,,10777559,0.022,-7563,0,,0,
South Fort Worth,South Central Fort Worth,,8234016,0.038,217124,0,,0,
South Fort Worth,South Central Tarrant,,36829711,0.067,1079024,0,,0,
South Fort Worth,Southwest Tarrant,,3238577,0.33,12400,0,,0,
South Fort Worth,,,88785939,0.071,1549442,235906,,121740,
Dallas Totals,,,668940013,0.098,2442271,6570667,,1550006,
Fort Worth Totals,,,345173783,0.082,1612036,4191012,,1723248,
Market Totals,,,1014113796,0.092,4054307,10761679,,3273254,
