primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
Cabarrus County,,"Industrial",23609840,0.076,414526,283000,,,
Central,,"Industrial",19904218,0.044,28751,,,,
East,,"Industrial",1656141,0.048,-600,,,,
Gaston County,,"Industrial",34600348,0.162,387511,497640,,,
Iredell County,,"Industrial",31636785,0.046,379819,609000,,,
Lancaster County,,"Industrial",5475925,0.009,0,,,,
Lincoln County,,"Industrial",11783633,0.051,98076,304720,,,
North,,"Industrial",28100322,0.094,170567,1694463,,,
Northeast,,"Industrial",3158839,0.155,49959,,,,
Northwest,,"Industrial",11568092,0.078,-102334,,,,
Rowan County,,"Industrial",20177302,0.187,184218,1207324,,,
Southeast,,"Industrial",4138317,0.022,-6921,,,,
Southwest,,"Industrial",48818023,0.054,47112,787324,,,
Union County,,"Industrial",14776178,0.018,792031,60000,,,
West,,"Industrial",11633833,0.135,-10513,334857,,,
York County,,"Industrial",33136017,0.081,-22331,227400,,,
METRO TOTAL,,"Industrial",304173813,0.084,2409871,6005948,,,
