primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
Calhoun,,Overall,1754073,0.2963,,,6.25,,
Cayce-West Columbia,,Overall,15989476,0.023,,,7.16,,
Dutch Fork,,Overall,1143549,0.0281,,,8.63,,
Fairfield,,Overall,2166416,0.0,,,,,
Kershaw,,Overall,6861539,0.103,,,4.86,,
Lexington,,Overall,8564942,0.0116,,,5.09,,
Newberry,,Overall,2057054,0.1844,,,4.00,,
North Columbia,,Overall,3871356,0.0592,,,5.13,,
Northeast Columbia,,Overall,10119551,0.0159,,649140,6.60,,
Saluda County,,Overall,476181,0.0,,,,,
Southeast Columbia,,Overall,16855281,0.0411,,,5.85,,
MARKET TOTAL,,Overall,69439731,0.045,,649140,5.79,,
