primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
Core Market,West Raleigh,Warehouse,,0.045,11205,,18.18,,
Core Market,West Raleigh,Flex,1365776,0.086,11205,,,,
Core Market,US 70/Glenwood Avenue,Warehouse,2694678,0.013,-20059,,14.00,,
Core Market,US 70/Glenwood Avenue,Flex,,0.010,-20059,,16.93,,
Core Market,Forks/Falls of Neuse Road,Warehouse,,0.258,-43538,,9.87,,
Core Market,Forks/Falls of Neuse Road,Flex,2790823,0.146,-43538,,15.94,,
Core Market,US 1/Capital Boulevard,Warehouse,,0.035,9200,,11.68,,
Core Market,US 1/Capital Boulevard,Flex,7776651,0.104,9200,,17.43,,
Core Market,Eastern Wake,Warehouse,,0.043,197353,885100,9.73,,
Core Market,Eastern Wake,Flex,22732202,0.071,197353,885100,16.73,,
Core Market,Southern Wake,Warehouse,,0.060,81756,,10.88,,
Core Market,Southern Wake,Flex,5896170,0.064,81756,,17.29,,
Core Market,Cary,Warehouse,2260301,0.019,-5559,,,,
Core Market,Cary,Flex,,0.041,-5559,,17.67,,
Core Market,RTP/1-40 Corridor,Warehouse,,0.026,6213,502217,10.68,,
Core Market,RTP/1-40 Corridor,Flex,22032609,0.069,6213,502217,19.14,,
Core Market,North Durham,Warehouse,,0.038,116700,249600,9.00,,
Core Market,North Durham,Flex,3112690,0.601,116700,249600,17.50,,
Core Market,South Durham,Warehouse,1249041,0.013,34200,,,,
Core Market,South Durham,Flex,,0.044,34200,,16.50,,
Core Market,Orange County,Warehouse,,0.142,50178,132000,8.12,,
Core Market,Orange County,Flex,6083355,0.129,50178,132000,16.62,,
Core Market,Total,Warehouse,,0.053,437649,1768917,9.52,,
Core Market,Total,Flex,77994296,0.086,437649,1768917,17.70,,
Outlying Market,Johnston County,Warehouse,,0.086,202402,,7.61,,
Outlying Market,Johnston County,Flex,9949878,0.249,202402,,16.39,,
Outlying Market,US 1/64 West Corridor,Warehouse,,0.041,620090,343666,8.51,,
Outlying Market,US 1/64 West Corridor,Flex,9460870,0.535,620090,343666,17.95,,
Outlying Market,Franklin County,Warehouse,,0.034,-34666,,9.42,,
Outlying Market,Franklin County,Flex,3623522,0.127,-34666,,15.21,,
Outlying Market,Granville County,Warehouse,5592975,0.022,0,,6.34,,
Outlying Market,Granville County,Flex,,,,,0,,
Outlying Market,Total,Warehouse,,0.051,787826,343666,7.82,,
Outlying Market,Total,Flex,28627245,0.236,787826,343666,16.47,,
Market Total,,"Warehouse",,0.052,1225475,2112583,9.08,,
Market Total,,"Flex",106621541,0.096,1225475,2112583,17.46,,
