primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
Central/Airport,,"Bulk",8125683,0.053,-14207,,0.95,,
Central/Airport,,"Flex",2661474,0.046,-3325,,1.06,,
Central/Airport,,"Industrial",10787157,0.051,-17532,,0.97,,
East Valley,,"Bulk",31916432,0.133,-532975,,0.74,,
East Valley,,"Flex",122687,0.000,0,,0.00,,
East Valley,,"Industrial",32039119,0.133,-532975,,0.74,,
North Valley,,"Bulk",27309005,0.142,-271864,,0.83,,
North Valley,,"Flex",228956,0.000,0,,0.00,,
North Valley,,"Industrial",27537961,0.140,-271864,,0.83,,
South Reno,,"Bulk",9262650,0.182,-81227,,1.00,,
South Reno,,"Flex",1984051,0.041,-575,,1.36,,
South Reno,,"Industrial",11246701,0.157,-81802,,1.02,,
Sparks,,"Bulk",28144775,0.094,16460,,0.78,,
Sparks,,"Flex",2961264,0.026,46891,,1.30,,
Sparks,,"Industrial",31106039,0.088,63351,,0.80,,
West Reno,,"Bulk",2644063,0.192,104000,,0.88,,
West Reno,,"Flex",409060,0.000,0,,0.00,,
West Reno,,"Industrial",3053123,0.166,104000,,0.88,,
Market Total,,"Bulk",107402608,0.125,-779813,2100000,0.82,,
Market Total,,"Flex",8367492,0.034,42991,2100000,1.22,,
Market Total,,"Industrial",115770100,0.118,-736822,2100000,0.83,,
