primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
North County,Daly City,Warehouse,1188901,0.000,0,0,1.57,,
North County,Daly City,Manufacturing,,,,,1.55,,
North County,Brisbane,Warehouse,4467225,0.074,81386,0,1.75,,
North County,Brisbane,Manufacturing,,,,,1.55,,
North County,South San Francisco,Warehouse,15486072,0.059,-9102,0,1.75,,
North County,South San Francisco,Manufacturing,,,,,1.50,,
North County,San Bruno,Warehouse,316342,0.000,0,0,1.90,,
North County,San Bruno,Manufacturing,,,,,0.00,,
North County,Millbrae,Warehouse,110582,0.196,0,0,1.92,,
North County,Millbrae,Manufacturing,,,,,1.88,,
North County,Burlingame,Warehouse,3972950,0.053,-17010,0,1.83,,
North County,Burlingame,Manufacturing,,,,,1.87,,
North County,Total,Warehouse,25542072,0.058,55274,0,1.77,,
North County,Total,Manufacturing,,,,,1.50,,
Central County,San Mateo,Warehouse,618880,0.075,-10513,0,2.15,,
Central County,San Mateo,Manufacturing,,,,,2.01,,
Central County,Foster City,Warehouse,21600,0.907,0,0,2.10,,
Central County,Foster City,Manufacturing,,,,,2.20,,
Central County,Belmont,Warehouse,574730,0.018,0,0,2.05,,
Central County,Belmont,Manufacturing,,,,,2.05,,
Central County,San Carlos,Warehouse,2712547,0.025,4041,0,2.11,,
Central County,San Carlos,Manufacturing,,,,,2.13,,
Central County,Redwood City,Warehouse,3010575,0.052,-19962,0,2.15,,
Central County,Redwood City,Manufacturing,,,,,2.05,,
Central County,Total,Warehouse,6938332,0.044,-26434,0,2.07,,
Central County,Total,Manufacturing,,,,,2.15,,
South County,Menlo Park,Warehouse,1746598,0.048,0,0,2.18,,
South County,Menlo Park,Manufacturing,,,,,2.20,,
South County,Palo Alto/East PA,Warehouse,1321265,0.036,0,0,2.20,,
South County,Palo Alto/East PA,Manufacturing,,,,,1.95,,
South County,Total,Warehouse,3067863,0.043,0,0,2.17,,
South County,Total,Manufacturing,,,,,2.12,,
Total Market,,"Warehouse",29694842,0.057,33140,0,1.81,,
Total Market,,"Manufacturing",5853425,0.037,-4300,0,2.07,,
Total Market,,"Industrial",35548267,0.054,28840,0,1.84,,
