primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
Northeast,,"Warehouse",22419788,0.040,922447,96749,8.79,,
Northwest,,"Warehouse",22107217,0.079,179463,124750,7.81,,
Southeast,,"Warehouse",48863427,0.018,128159,2630860,8.05,,
Southwest,,"Warehouse",36114914,0.030,138868,0,7.58,,
Total,,"Warehouse",129505346,0.035,1357509,2852359,7.93,,
Northeast,,"Flex",1938534,0.110,21280,0,12.77,,
Northwest,,"Flex",5263655,0.048,4164,22000,12.34,,
Southeast,,"Flex",1166395,0.119,-14890,0,11.57,,
Southwest,,"Flex",3055521,0.018,19729,0,9.77,,
Total,,"Flex",11424105,0.058,30283,22000,12.19,,
Northeast,,"Overall",24358322,0.046,943727,96749,9.68,,
Northwest,,"Overall",27370872,0.073,183627,146750,8.35,,
Southeast,,"Overall",50029822,0.020,113269,2630860,8.47,,
Southwest,,"Overall",39170435,0.029,158597,0,7.62,,
Total,,"Overall",140929451,0.037,1387792,2874359,8.39,,
