primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
COMMERCE,Bell,Industrial,5306986,0.035,0,0,1.87,,0
COMMERCE,Bell Gardens,Industrial,2691607,.071,0,0,1.21,0,0
COMMERCE,City of Commerce,Industrial,49636207,0.085,-1362921,171388,1.29,,584311
COMMERCE,Montebello,Industrial,11478338,0.051,458396,0,1.85,,458396
COMMERCE,Monterey Park,Industrial,2071109,0.065,10500,0,1.08,,11970
COMMERCE,Pico Rivera,Industrial,10255653,0.07,-130235,0,1.38,,0
COMMERCE TOTAL,,,81439900,0.074,-1024260,171388,1.38,,1054677
VERNON,Cudahy,Industrial,1443923,0.08,-4320,0,0.83,,0
VERNON,City of Vernon,Industrial,55327034,0.048,-63980,69522,1.4,,275126
VERNON,Maywood,Industrial,825620,0,0,0,,,15259
VERNON,South Gate,Industrial,10433462,0.048,-16500,0,1.35,,26300
VERNON,Huntington Park,Industrial,4460241,0.04,-336559,0,1.03,,0
VERNON TOTAL,,,72490280,0.047,-421359,69522,1.37,,316685
COMMERCE/VERNON TOTAL,,,153930180,0.062,-1445619,240910,1.37,,1371362
DOWNTOWN LOS ANGELES,Los Angeles,Industrial,97790660,0.036,-432778,0,1.11,,531100
MID-COUNTIES,Artesia,Industrial,279507,0.12,-15208,0,1.32,,0
MID-COUNTIES,Bellflower,Industrial,511296,0,0,0,,,0
MID-COUNTIES,Cerritos,Industrial,13597146,0.057,7583,0,1.36,,148495
MID-COUNTIES,Downey,Industrial,5430618,0.025,0,0,1.33,,11520
MID-COUNTIES,La Mirada,Industrial,13121848,0.069,5357,0,1.61,,10000
MID-COUNTIES,Lakewood,Industrial,659318,0,0,0,,,0
MID-COUNTIES,Norwalk,Industrial,2840857,0.021,88076,0,1.47,,48080
MID-COUNTIES,Paramount,Industrial,8584232,0.024,-62097,0,1.25,,13500
MID-COUNTIES,Santa Fe Springs,Industrial,53473682,0.05,386018,459812,1.62,,1692658
MID-COUNTIES,Whittier,Industrial,4355424,0.079,-21000,292303,1.6,,0
MID-COUNTIES TOTAL,,,102853928,0.05,388729,751878,1.55,,1924253
EAST SAN FERNANDO VALLEY,Arleta/Tujunga,Industrial,12184501,0.033,-88340,0,1.64,,65186
EAST SAN FERNANDO VALLEY,Burbank,Industrial,14313688,0.022,-26112,0,1.83,,71158
EAST SAN FERNANDO VALLEY,Glendale,Industrial,17574167,0.011,-7427,0,0.99,,67419
EAST SAN FERNANDO VALLEY,North Hollywood,Industrial,13969454,0.02,8499,0,1.73,,92899
EAST SAN FERNANDO VALLEY,Pacoima,Industrial,5190558,0.001,98025,0,1.34,,148025
EAST SAN FERNANDO VALLEY,Pasadena,Industrial,3606135,0.029,-11519,0,1.66,,35000
EAST SAN FERNANDO VALLEY,San Fernando,Industrial,5276373,0.028,0,0,1.49,,44600
EAST SAN FERNANDO VALLEY,Sun Valley/Sunland,Industrial,228467,0,0,0,,,0
