primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
Central,,Total Industrial,33277841,0.041,-143057,0,7.02,0,
Delaware County,,Total Industrial,12836424,0.068,111582,0,7.23,255947,
East,,Total Industrial,27986812,0.019,410646,0,6.3,151000,
Fairfield County,,Total Industrial,9720439,0.144,77001,0,5.91,0,
Licking County,,Total Industrial,41165543,0.099,1566614,0,5.67,1200000,
Madison County,,Total Industrial,20855640,0.13,0,0,5.89,0,
Northeast,,Total Industrial,13079898,0.051,-26938,0,7.2,0,
Northwest,,Total Industrial,1701677,0.009,22000,0,11.95,0,
Pickaway County,,Total Industrial,19060802,0.203,-457211,350000,5.62,0,
Southeast,,Total Industrial,72748098,0.062,531026,400000,5.92,0,
Southwest,,Total Industrial,18245694,0.068,36156,135000,5.75,0,
Union County,,Total Industrial,11029947,0.019,-34000,90000,8.33,0,
West,,Total Industrial,37624670,0.118,-2949806,81000,6.94,48000,
Total,,Total Industrial,319333485,0.078,-855987,1056000,6.06,1654947,
