primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
Annapolis,,"Warehouse",262548,0.012,-3100,,,,
Baltimore City,,"Warehouse",29149171,0.069,-108992,,10.35,,
Baltimore County East,,"Warehouse",31807287,0.052,1455960,806243,10.29,,
Baltimore Southwest,,"Warehouse",7403192,0.179,6410,,10.23,,
Balt/Washington Corridor,,"Warehouse",50135519,0.074,398691,520022,13.21,,
Harford/Cecil County,,"Warehouse",40100002,0.096,69934,255362,8.34,,
Hunt Valley/Towson,,"Warehouse",2892004,0.100,8400,,11.03,,
Owings Mills/Reisterstown Rd,,"Warehouse",706368,0.000,,,,
Total,,"Warehouse",162456091,0.079,1827303,1581627,10.77,,
Annapolis,,"Flex",1144477,0.032,3587,,18.00,,
Baltimore City,,"Flex",2758429,0.065,5750,,11.01,,
Baltimore County East,,"Flex",2973500,0.078,5204,,10.72,,
Baltimore Southwest,,"Flex",3507704,0.088,53605,,11.55,,
Balt/Washington Corridor,,"Flex",14620448,0.050,102311,,14.02,,
Harford/Cecil County,,"Flex",1798042,0.046,9900,,11.26,,
Hunt Valley/Towson,,"Flex",3555290,0.027,44397,,11.31,,
Owings Mills/Reisterstown Rd,,"Flex",1930397,0.112,34328,,11.96,,
Total,,"Flex",32288287,0.059,259082,,12.71,,
Annapolis,,"Overall",1407025,0.029,487,,18.00,,
Baltimore City,,"Overall",31907600,0.068,-103242,,10.38,,
Baltimore County East,,"Overall",34780787,0.054,1461164,806243,10.32,,
Baltimore Southwest,,"Overall",10910896,0.150,60015,,10.40,,
Balt/Washington Corridor,,"Overall",64755967,0.069,501002,520022,13.30,,
Harford/Cecil County,,"Overall",41898044,0.093,79834,255362,8.38,,
Hunt Valley/Towson,,"Overall",6447294,0.060,52797,,11.07,,
Owings Mills/Reisterstown Rd,,"Overall",2636765,0.082,34328,,11.96,,
Total,,"Overall",194744378,0.075,2086385,1581627,10.92,,
