primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
Dublin,,Manufacturing,50640,0.000,0,,1.50,,
Dublin,,Warehouse,1354682,0.081,-51,,1.65,,
Dublin,,Industrial,1405322,0.078,-51,,1.58,,
Livermore,,Manufacturing,2570034,0.075,-9350,,1.05,,
Livermore,,Warehouse,13098838,0.056,-171832,,1.05,,
Livermore,,Industrial,15668872,0.059,-167484,760243,1.05,,
Pleasanton,,Manufacturing,193115,0.000,0,,1.50,,
Pleasanton,,Warehouse,1903688,0.020,-14673,,1.25,,
Pleasanton,,Industrial,2096803,0.019,-14673,,1.38,,
San Ramon,,Warehouse,983969,0.006,0,,1.50,,
San Ramon,,Industrial,983969,0.006,0,,1.50,,
Tri-Valley Ind. Market,,Manufacturing,2813789,0.068,4348,,1.39,,
Tri-Valley Ind. Market,,Warehouse,17341177,0.051,-186556,,1.05,,
Tri-Valley Ind. Market,,Industrial,20154966,0.053,-182208,760243,1.20,,
