primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
Bastrop County,,Total Industrial,605133,0.031,0,0,6,,
Caldwell County,,Total Industrial,750476,0.22,0,0,,,
Cedar Park,,Total Industrial,5178027,0.136,-47138,229977,17.74,0,
Central,,Total Industrial,1408670,0.055,1656,0,18.34,0,
East,,Total Industrial,3525085,0.084,29312,2373921,16.8,0,
Far North,,Total Industrial,7330619,0.238,194743,535571,14.16,31304,
Far Northeast,,Total Industrial,3024053,0.26,30500,1408457,10.5,0,
Hays County,,Total Industrial,12384055,0.149,315403,1355688,11.79,1283551,
North,,Total Industrial,14968134,0.079,431189,0,19.87,0,
Northeast,,Total Industrial,21439953,0.108,34686,1420036,14.06,771893,
Northwest,,Total Industrial,315182,0.051,6040,0,17,0,
Round Rock,,Total Industrial,5642328,0.142,140200,564126,14.39,310689,
South,,Total Industrial,2403903,0.037,101284,0,17.33,0,
Southeast,,Total Industrial,18258395,0.112,1242428,874043,11.68,820870,
Southwest,,Total Industrial,901568,0.055,1462,269959,22.91,0,
Total,,Total Industrial,98135581,0.124,2481765,9031778,14.25,3218307,
