primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
Urban,,Industrial,14297465,0.046,96983,,28.50,,
Metro North,Close-In Suburbs North,Industrial,18138330,0.053,58935,,28.70,,
Metro North,Route 128-North,Industrial,33847038,0.054,-45682,,20.24,,
Metro North,Route 495 Northeast,Industrial,24345472,0.015,-134836,,16.59,,
Metro North,Route 3 - North,Industrial,18157500,0.058,-3301,,16.10,,
Metro North,Total,Industrial,94488340,0.044,-124884,,20.77,,
Metro South,Route 128-South,Industrial,44166357,0.057,-486307,,15.48,,
Metro South,Route 495 - South,Industrial,71616199,0.061,73537,,13.03,,
Metro South,Total,Industrial,115782556,0.059,-412770,,13.74,,
Metro West,Route 128-West,Industrial,6372001,0.018,-11993,,27.95,,
Metro West,Framingham - Natick,Industrial,4528544,0.015,-206653,,13.20,,
Metro West,Route 495 Route 2 West,Industrial,21651108,0.038,35836,,13.53,,
Metro West,Route 495 Mass Pike West,Industrial,24281422,0.035,-4687,,12.96,,
Metro West,Total,Industrial,56833075,0.033,-187497,,13.56,,
Worcester,City of Worcester,Industrial,9537102,0.009,3062,,9.00,,
Worcester,Worcester North,Industrial,11384869,0.043,430069,,11.09,,
Worcester,Worcester South,Industrial,9248542,0.076,363000,,10.77,,
Worcester,Total,Industrial,30170513,0.043,796131,,10.81,,
Overall Greater Boston Total,,,281401436,0.048,-628168,,16.18,,
