primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
Downtown,,Industrial,1029331,0.026,0,,4.65,,
Beaches,,Industrial,188007,0.007,5400,,14,,
Northside,,Industrial,44209439,0.029,2665104,2510137,8.45,,
Southside,,Industrial,22376863,0.05,-178983,235920,9.05,,
Westside,,Industrial,50740122,0.05,2536128,1776610,6.49,,
Clay County,,Industrial,2919873,0.044,-120000,,13.85,,
St. Johns County,,Industrial,2190295,0.21,-114190,1040374,9.5,,
Jacksonville Total,,Industrial,123653930,0.045,4793459,5563041,7.84,,
Jacksonville Total,,Manufacturing,19002251,0.024,-285616,,5.19,,
Jacksonville Total,,Warehouse/Distribution,95613913,0.047,5069774,5510121,7.42,,
Jacksonville Total,,R&D/Flex,9037766,0.074,9301,52920,10.97,,
