primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
Southeast PA,Bucks County,,53770951,0.071,,177584,11.23,1155656,
Southeast PA,Chester County,,22599817,0.045,,0,12.59,0,
Southeast PA,Delaware County,,20984581,0.044,,479400,12.85,0,
Southeast PA,Montgomery County,,55538109,0.061,,0,11.38,0,
Southeast PA,Philadelphia County,,56329175,0.058,,1246800,12.00,910818,
Southeast PA,,,209222633,0.059,,1903784,11.68,2066474,
Southern NJ,Burlington County,,64108887,0.162,,1081670,13.35,4621834,
Southern NJ,Camden County,,27219538,0.037,,80400,9.82,162150,
Southern NJ,Gloucester County,,36005068,0.066,,653575,12.03,1094785,
Southern NJ,Salem County,,7708119,0.124,,2312500,11.58,587750,
Southern NJ,,,135041612,0.109,,4128145,12.84,6466519,
Northern DE,New Castle County,,32813117,0.064,,807240,11.3,1446448,
Total,,,377077362,0.077,,6839169,12.31,9979441,
