primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
Clay,,Overall,54162117,0.019,426837,203899,5.07,,
Jackson,,Overall,107256429,0.038,-49516,1071000,5.15,,
Johnson,,Overall,87235385,0.056,-310945,2472918,5.95,,
Platte,,Overall,17324903,0.031,84404,2284878,5.52,,
Wyandotte,,Overall,45917042,0.014,-290095,0,5.00,,
Cass,,Overall,4493695,0.126,205738,0,4.53,,
Metro,,Overall,316389571,0.037,66423,6032695,5.48,,
Clay,,Bulk Distribution,34934883,0.024,363921,203899,4.69,,
Jackson,,Bulk Distribution,47492356,0.069,42689,1071000,4.65,,
Johnson,,Bulk Distribution,52573421,0.078,-338533,2358918,5.29,,
Platte,,Bulk Distribution,12030446,0.035,104593,2284878,5.06,,
Wyandotte,,Bulk Distribution,17852030,0.018,-325651,0,3.75,,
Cass,,Bulk Distribution,4493695,0.126,205738,0,4.53,,
Metro,,Bulk Distribution,169376831,0.056,52757,5918695,4.94,,
Clay,,Modern Bulk,11802734,0.063,198921,203899,4.38,,
Jackson,,Modern Bulk,11949898,0.118,-25520,1071000,4.61,,
Johnson,,Modern Bulk,35500555,0.107,-306702,2358918,5.28,,
Platte,,Modern Bulk,9486807,0.045,104593,2284878,5.12,,
Wyandotte,,Modern Bulk,7913191,0.0,0,0,,,
Cass,,Modern Bulk,4493695,0.126,205738,0,4.53,,
Metro,,Modern Bulk,81146880,0.086,177030,5918695,5.02,,
