primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
Kenosha,,Industrial,48749049,0.122,,2715094,4.50,666060,
Milwaukee Downtown,,Industrial,11827396,0.047,,0,3.69,,
Milwaukee North Central,,Industrial,12175482,0.029,13706,0,3.97,,
Milwaukee North Shore,,Industrial,5743081,0.013,221500,0,4.71,,
Milwaukee Northwest,,Industrial,24639805,0.022,58673,205116,4.16,,
Milwaukee South,,Industrial,36108092,0.041,514714,445659,6.54,443984,
Milwaukee South Central,,Industrial,13276248,0.106,-565959,0,6.91,,
Milwaukee West,,Industrial,13917486,0.109,-443871,81000,4.77,,
Ozaukee,,Industrial,12079352,0.015,34576,165868,4.38,,
Racine,,Industrial,33160129,0.073,149224,77000,5.90,234360,
Sheboygan,,Industrial,18810566,0.015,-138050,0,5.50,,
Walworth,,Industrial,11658024,0.005,19000,25000,3.78,,
Washington,,Industrial,22724852,0.007,194423,0,4.95,1505036,
Waukesha Northeast,,Industrial,22649018,0.007,-12025,236045,7.61,18180,
Waukesha Northwest,,Industrial,21119022,0.018,170335,0,5.60,,
Waukesha Southeast,,Industrial,16516038,0.019,209993,118000,6.91,277960,
Waukesha Southwest,,Industrial,17347680,0.006,19687,24000,6.77,,
TOTAL,,Industrial,342501320,0.046,470150,5152159,4.95,2086203,
