primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
Oahu,Kakaako,Industrial,2129129,,,,,,
Oahu,Iwilei,Industrial,2541284,,-765,,1.72,,
Oahu,Kalihi,Industrial,9320406,,8587,,1.38,,
Oahu,Mapunapuna,Industrial,2899057,,-6660,,1.40,,
Oahu,Airport,Industrial,3115940,,-4764,,1.63,,
Oahu,Bougainville,Industrial,388051,,,,,,
Oahu,Halawa,Industrial,1461384,,15747,,1.54,,
Oahu,Pearl City,Industrial,3666488,,,,1.48,,
Oahu,Waipio,Industrial,1936581,,,,1.37,,
Oahu,Waipahu,Industrial,3271882,,16785,,1.47,,
Oahu,Kapolei,Industrial,2264649,,-4800,,1.47,,
Oahu,Campbell,Industrial,4005265,,53640,,,,
Oahu,Windward,Industrial,1079413,,,,,,
Oahu,Total,Industrial,38079529,,77770,,1.46,,
Maui,Total,Industrial,8165548,,-9907,,1.38,,
Big Island,Total,Industrial,6143962,,4835,,1.94,,
Kauai,Total,Industrial,1834993,,-3820,,1.90,,
State,Total,Industrial,54224032,,68878,,1.49,,
