primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
Airport,,Industrial,100439824,.007,3256346,2515914,7.36,,
Airport,Airport East,Industrial,41826065,0.093,148542,2515914,6.68,,
Airport,Airport Central,Industrial,55811572,0.032,-26666,,9.02,,
Boulder,,Industrial,10937584,0.041,-48384,,17.03,,
1-76 Corridor,,Industrial,15619192,0.267,407176,,6.70,,
Longmont,,Industrial,5824557,0.157,-11778,,14.39,,
North,,Industrial,13112067,0.12,-2360,1769688,10.31,,
North Central,,Industrial,34565010,0.03,132522,1054050,10.85,,
Northwest,,Industrial,17638796,0.103,-49262,740231,12.31,,
South Central,,Industrial,24868661,0.009,75022,,11.40,,
Southeast,,Industrial,23696782,0.086,247711,298097,10.80,,
Southwest,,Industrial,8693131,0.013,-3811,,13.36,,
West,,Industrial,11251540,0.017,-20514,,12.05,,
METRO TOTAL,,Total,266647144,0.073,2280048,6377980,9.12,,
