primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
East Hillsborough,Tampa CBD,Industrial,8456771,0.008,7588,108554,11.98,,
East Hillsborough,Northeast,Industrial,2319823,0.0,0,0,13.75,,
East Hillsborough,East Tampa,Industrial,49261417,0.028,47077,542550,11.29,,
East Hillsborough,Plant City,Industrial,16953354,0.094,119339,1196609,6.66,,
East Hillsborough,Southeast,Industrial,3996934,0.178,0,298380,9.8,,
East Hillsborough,,Industrial,80988299,0.046,174004,2146093,9.33,,
West Hillsborough,Westshore,Industrial,3569841,0.006,9500,0,12.25,,
West Hillsborough,Airport,Industrial,13303759,0.035,24137,273822,12.06,,
West Hillsborough,Southwest Tampa,Industrial,1852897,0.033,0,0,,,
West Hillsborough,Northwest Tampa,Industrial,2019102,0.009,1745,0,,,
West Hillsborough,,Industrial,20745599,0.027,35382,273822,12.06,,
Hillsborough County,,,101733898,0.042,209386,2419915,9.68,,
Pinellas County,South Pinellas,Industrial,8548057,0.073,27764,0,8.92,,
Pinellas County,Mid Pinellas/Gateway,Industrial,29835061,0.019,231300,434597,9.56,,
Pinellas County,North Pinellas,Industrial,6962279,0.006,24384,0,8.86,,
Pinellas County,,,45345397,0.027,283448,434597,9.3,,
Pasco County,,,11110252,0.057,1725,2323296,11.68,,
Tampa Total,,Manufacturing,32305220,0.007,23835,86350,9.62,,
Tampa Total,,R&D/Flex,12924228,0.047,69881,0,13.31,,
Tampa Total,,Warehouse/Distribution,112960099,0.047,400843,5091458,9.38,,
Tampa Total,,,158189547,0.039,494559,5177808,9.77,736550,
