primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
Richmond,,Industrial,13264656,0.041,18866,,1.3,,
Berkeley,,Industrial,5026333,0.015,-3531,,1.75,,
Emeryville,,Industrial,2292824,0.048,-19285,,1.75,,
Oakland,,Industrial,34519347,0.05,-162842,,1.35,,
Alameda,,Industrial,3689884,0.035,141000,,1.5,,
San Leandro,,Industrial,20085618,0.034,-29560,,1.4,,
San Lorenzo,,Industrial,1104363,0.01,0,,1.1,,
Hayward,,Industrial,35239927,0.033,46985,,1.4,,
Union City,,Industrial,12628912,0.036,-102429,,1.4,,
Oakland Ind. Market,Total,Industrial,127851864,0.038,-110796,1160000,1.38,,
