primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
Downtown,,Industrial,44474767,0.023,125230,,5.00,,
East,,Industrial,6285747,0.029,8189,,10.84,,
Geauga West,,Industrial,2129114,0.02,0,,7.63,,
Lake County West,,Industrial,26586962,0.027,-72413,100000,5.57,,
Northeast,,Industrial,26808005,0.022,5404,,5.85,,
Northwest,,Industrial,32936611,0.008,-2500,212000,6.17,,
South,,Industrial,36113206,0.019,277426,,6.15,,
Southeast,,Industrial,57796019,0.042,-134585,729000,5.74,,
Southwest,,Industrial,47274011,0.027,42044,87602,5.99,,
Property Type,Warehouse/Distribution,Industrial,140056501,0.045,272940,772602,5.66,,
Property Type,Modern Bulk,Industrial,17655003,0.097,236000,,7.35,,
Property Type,Manufacturing,Industrial,122214830,0.014,-7843,255000,5.74,,
Property Type,R&D/Flex,Industrial,19605203,0.027,-16302,,9.16,,
Total Market,,Total,281876534,0.031,248795,1127602,5.92,,
