primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
CBD,,,2151911,0.009,,,12.00,,
CBD,,,,,,,,,
CBD,,Class B,366955,0.0,,12.00,,
North Central,,,12286198,0.033,56619,689215,11.25,29000,
North Central,,Class A,1091818,0.081,29000,689215,9.81,29000,
North Central,,Class B,6203405,0.031,34727,,11.71,,
Northeast,,,79375952,0.097,633351,1837295,7.26,1847587,
Northeast,,Class A,33624836,0.181,739724,1837295,6.62,1847587,
Northeast,,Class B,24265511,0.048,-17976,,7.55,,
Northwest,,,16781132,0.055,79453,38256,8.32,451205,
Northwest,,Class A,1421863,0.451,,0,5.8,451205,
Northwest,,Class B,7573009,0.02,80522,38256,12.45,,
South,,,25945919,0.043,87176,402823,9.66,353766,
South,,Class A,9282798,0.037,101176,150212,9.84,353766,
South,,Class B,10128620,0.041,-14000,252611,12.72,,
CBD,,Distribution/Logistics,1203597,0.0,0,,,
CBD,,Flex/R&D,361050,0.055,0,,,
North Central,,Distribution/Logistics,7494547,0.021,31700,,9.84,,
North Central,,Flex/R&D,3154534,0.058,33819,,12.73,,
North Central,,Manufacturing,1637117,0.039,-8900,,,
Northeast,,Distribution/Logistics,63728504,0.116,693273,,6.99,,
Northeast,,Flex/R&D,3760124,0.04,-19922,,9.51,,
Northeast,,Manufacturing,11887324,0.015,-40000,,7.25,,
Northwest,,Distribution/Logistics,10329873,0.075,47482,,6.77,,
Northwest,,Flex/R&D,3568529,0.032,29971,,12.57,,
Northwest,,Manufacturing,2882730,0.012,2000,,8.89,,
South,,Distribution/Logistics,18140378,0.054,86320,,9.75,,
South,,Flex/R&D,7026068,0.082,856,,11.54,,
,Total,Distribution/Logistics,100896899,0.092,858775,,7.68,,
,Total,Flex/R&D,11623710,0.046,44724,,11.61,,
,Total,Manufacturing,24020503,0.014,-46900,,8.74,,
San Antonio Total,,,136541112,0.075,856599,2967589,8.33,2681558,
San Antonio Total,,Class A,45421315,0.158,869900,2967589,6.63,2681558,
San Antonio Total,,Class B,48537500,0.04,83273,,10.09,,
