primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
North County,Daly City,,1188901,0.0,0,,1.57,,
North County,Brisbane,,4467225,0.057,0,,1.89,,
North County,South San Francisco,,15476150,0.038,-86725,,1.71,,
North County,San Bruno,,316342,0.003,-800,,1.88,,
North County,Millbrae,,110582,0.196,0,,1.9,,
North County,Burlingame,,3938800,0.036,5225,,1.88,,
North County,,,25498000,0.039,-82300,,1.79,,
Central County,San Mateo,,618880,0.055,-19254,,1.92,,
Central County,Belmont,,399878,0.013,0,,2.05,,
Central County,San Carlos,,2583834,0.013,0,,2.2,,
Central County,Redwood City,,3003904,0.046,-29675,,2.11,,
Central County,,,6606496,0.032,-48929,,2.11,,
South County,Menlo Park,,1739798,0.003,0,,2.25,,
South County,Palo Alto/East PA,,1318677,0.066,-18088,,2.35,,
South County,,,3058475,0.03,-18088,,2.31,,
,,Manufacturing,5733820,0.028,-17574,,2.14,,
,,Warehouse,29429151,0.039,-131743,,1.83,,
Total Market,,,35162971,0.037,-149317,,1.87,,
