primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
Anderson,,Industrial,27605183,0.061,219161,1000000,4.26,,
Central Greenville,,Industrial,16059744,0.072,76667,0,4.58,,
1-385 South,,Industrial,23431181,0.055,1856,290100,6.97,,
1-85 East,,Industrial,10349321,0.048,0,0,5.14,,
1-85 West,,Industrial,23984694,0.094,6500,62500,4.95,,
Laurens,,Industrial,12596444,0.033,0,0,5.95,,
Taylors-Greer,,Industrial,17668958,0.019,25917,0,5.24,,
Travelers Rest,,Industrial,3647638,0,0,0,,,
Spartanburg East,,Industrial,23810466,0.034,-129310,2353795,4.84,,
Spartanburg West,,Industrial,70245244,0.15,-1701999,2570792,5.81,,
Property Subtype,Manufacturing,Industrial,100192791,0.02,-635432,0,4.24,,
Property Subtype,R&D/Flex,Industrial,7564564,0.092,-10286,39000,7.21,,
Property Subtype,Warehouse/Distribution,Industrial,121641518,0.111,2548508,7427627,5.06,,
Property Subtype,Class A Warehouse,Industrial,58140689,0.137,2547895,7427627,5.25,,
Property Subtype,Class B Warehouse,Industrial,27550239,0.022,-16000,0,4.64,,
MARKET TOTAL,,Total,229398873,0.082,1902790,7466627,5.38,,
