primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
Downtown,,Industrial,51744864,0.028,61020,140000,5.37,,
Metro East,,Industrial,37054957,0.103,482500,36000,4.31,,
North,,Industrial,31050107,0.052,44118,830000,5.51,,
St. Charles County,,Industrial,27884123,0.021,-127392,490365,6.18,,
Central County,,Industrial,20950378,0.019,-106669,,7.64,,
Earth City,,Industrial,19729360,0.039,10665,,5.54,,
Westport,,Industrial,13586261,0.021,-24300,,6.33,,
Fenton,,Industrial,9723195,0.03,59769,,7.52,,
South County,,Industrial,7097766,0.01,-14712,,7.98,,
West County,,Industrial,6876962,0.006,-5999,,9.75,,
Maryland Heights,,Industrial,3172686,0.093,182107,512048,6.56,,
Market Totals,,Warehouse,182867835,0.043,-908322,2008413,5.48,,
Market Totals,,Industrial,228870659,0.042,561107,2008413,5.56,,
