Period,Market,primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
2023 Q1,Atlanta,Central Atlanta,,Industrial,7205716.0,0.077,-55352.0,0.0,10.21,,
2023 Q1,Atlanta,Chattahoochee,,Industrial,15503898.0,0.062,-100244.0,0.0,9.64,,
2023 Q1,Atlanta,Northwest/I-575,,Industrial,69824178.0,0.066,134508.0,10399222.0,6.71,1730187.0,
2023 Q1,Atlanta,N Central/GA 400,,Industrial,25166819.0,0.067,-65930.0,148000.0,8.82,207276.0,
2023 Q1,Atlanta,Northeast/I-85,,Industrial,197397920.0,0.044,1329951.0,12269618.0,6.94,369128.0,
2023 Q1,Atlanta,Stone Mountain,,Industrial,27983948.0,0.014,8429.0,0.0,6.13,,
2023 Q1,Atlanta,Airport,,Industrial,82253205.0,0.03,658455.0,1385033.0,7.23,1438339.0,
2023 Q1,Atlanta,Southeast/I-75,,Industrial,68449199.0,0.046,984144.0,5254807.0,6.37,637506.0,
2023 Q1,Atlanta,Southwest/I-85,,Industrial,59481276.0,0.021,-376436.0,2965366.0,6.68,,
2023 Q1,Atlanta,I-20 East,,Industrial,39076653.0,0.037,72970.0,3151596.0,6.23,315645.0,
2023 Q1,Atlanta,I-20 West,,Industrial,107321743.0,0.053,162524.0,2102635.0,6.26,1908960.0,
2023 Q1,Atlanta,ATLANTA,,Warehouse/Distribution,537440396.0,0.045,3170034.0,37521532.0,6.27,6607041.0,
2023 Q1,Austin,BASTROP COUNTY,,Industrial,847334.0,0.022,,105000.0,6.0,,
2023 Q1,Austin,CALDWELL COUNTY,,Industrial,415763.0,,,167794.0,,,
2023 Q1,Austin,CEDAR PARK,,Industrial,7306872.0,0.025,29277.0,149000.0,9.78,,
2023 Q1,Austin,CENTRAL,,Industrial,1737426.0,0.074,-7759.0,,16.48,,
2023 Q1,Austin,EAST,,Industrial,9500486.0,0.021,36659.0,288199.0,11.23,120337.0,
2023 Q1,Austin,FAR NORTH,,Industrial,5045540.0,0.205,372533.0,3701869.0,9.48,187558.0,
2023 Q1,Austin,FAR NORTHEAST,,Industrial,2462106.0,0.145,84936.0,2211268.0,10.77,628030.0,
2023 Q1,Austin,HAYS COUNTY,,Industrial,11005503.0,0.103,-79933.0,3625518.0,7.85,495525.0,
2023 Q1,Austin,NORTH,,Industrial,16176309.0,0.041,81243.0,125030.0,16.13,,
2023 Q1,Austin,NORTHEAST,,Industrial,26613073.0,0.038,445609.0,2382310.0,11.04,191400.0,
2023 Q1,Austin,NORTHWEST,,Industrial,658282.0,,,50620.0,12.0,,
2023 Q1,Austin,ROUND ROCK,,Industrial,5242381.0,0.03,,1334676.0,13.88,,
2023 Q1,Austin,SOUTH,,Industrial,2753375.0,0.021,41313.0,655311.0,19.71,,
2023 Q1,Austin,SOUTHEAST,,Industrial,17384803.0,0.048,64721.0,1769251.0,9.7,103742.0,
2023 Q1,Austin,SOUTHWEST,,Industrial,3879856.0,0.039,-9772.0,,15.0,,
2023 Q1,Austin,AUSTIN TOTAL,,Industrial,111029109.0,0.053,1058827.0,16565846.0,11.21,1726592.0,
2023 Q1,Boise,Airport,,Industrial,5790501.0,0.001,214100.0,1480043.0,1.1,220160.0,
2023 Q1,Boise,Bench,,Industrial,1894698.0,0.008,-1090.0,,1.07,,
2023 Q1,Boise,Caldwell,,Industrial,5137591.0,0.063,72300.0,396480.0,0.74,,
2023 Q1,Boise,Downtown,,Industrial,473827.0,0.0,,,,,
2023 Q1,Boise,Eagle,,Industrial,243270.0,0.011,-2605.0,14087.0,,,
2023 Q1,Boise,Kuna,,Industrial,203390.0,0.0,,,1.1,,
2023 Q1,Boise,Meridian,,Industrial,6029979.0,0.014,-36907.0,,0.8,,
2023 Q1,Boise,Middleton,,Industrial,265608.0,0.0,,,,,
2023 Q1,Boise,Nampa,,Industrial,11181183.0,0.037,45187.0,2079103.0,0.8,,
2023 Q1,Boise,North Boise,,Industrial,1704516.0,0.008,15739.0,,0.75,,
2023 Q1,Boise,South Meridian,,Industrial,876649.0,0.011,,,1.54,,
2023 Q1,Boise,Southeast,,Industrial,4287732.0,0.01,43434.0,,1.54,,
2023 Q1,Boise,Southwest,,Industrial,2238188.0,0.017,-38601.0,54300.0,0.79,,
2023 Q1,Boise,Star,,Industrial,58076.0,0.0,,,,,
2023 Q1,Boise,West,,Industrial,3572338.0,0.009,-9454.0,,1.17,,
2023 Q1,Boise,West Canyon,,Industrial,1089102.0,0.0,,,,,
2023 Q1,Boise,Market Total,,Industrial,45046648.0,0.022,302103.0,4024013.0,0.82,220160.0,
2023 Q1,Boston,Urban,,Industrial,14465208.0,0.029,-39316.0,,24.05,,
2023 Q1,Boston,Close-In Suburbs North,,Industrial,17860289.0,0.039,20729.0,,25.62,,
2023 Q1,Boston,Route 128-North,,Industrial,33395025.0,0.027,-126251.0,,18.57,,
2023 Q1,Boston,Route 495 Northeast,,Industrial,20786010.0,0.025,-12840.0,,16.48,,
2023 Q1,Boston,Route 3 - North,,Industrial,17855269.0,0.049,-93626.0,,16.34,,
2023 Q1,Boston,Metro North Total,,Industrial,89896593.0,0.034,-211988.0,20.2,,,
2023 Q1,Boston,Route 128-South,,Industrial,44252803.0,0.047,-244101.0,,13.19,,
2023 Q1,Boston,Route 495-South,,Industrial,70709184.0,0.032,794753.0,,12.76,,
2023 Q1,Boston,Metro South Total,,Industrial,114961987.0,0.038,550652.0,12.9,,,
2023 Q1,Boston,Route 128-West,,Industrial,6412601.0,0.025,77419.0,,25.75,,
2023 Q1,Boston,Framingham - Natick,,Industrial,4528544.0,0.02,-5081.0,,13.86,,
2023 Q1,Boston,Route 495 Route 2 West,,Industrial,21318483.0,0.028,152825.0,,15.16,,
2023 Q1,Boston,Route 495 Mass Pike West,,Industrial,23881898.0,0.017,-190286.0,,13.04,,
2023 Q1,Boston,Metro West Total,,Industrial,56141526.0,0.022,34877.0,14.59,,,
2023 Q1,Boston,Greater Boston Total,,Industrial,275465314.0,0.033,334225.0,3100000.0,15.52,,
2023 Q1,Boston,City of Worcester,,Industrial,9262714.0,0.004,27787.0,,9.07,,
2023 Q1,Boston,Worcester North,,Industrial,11365925.0,0.04,287150.0,,12.92,,
2023 Q1,Boston,Worcester South,,Industrial,9248542.0,0.118,-42000.0,,11.04,,
2023 Q1,Boston,Worcester Total,,Industrial,29877181.0,0.053,272937.0,1770000.0,11.5,,
2023 Q1,Broward,Broward,Central Broward,Industrial,18572907.0,0.0303,-78034.0,0.0,15.6,,
2023 Q1,Broward,Broward,Coral Springs,Industrial,8691515.0,0.0338,-12767.0,627385.0,16.0,,
2023 Q1,Broward,Broward,Northeast Broward,Industrial,11767707.0,0.0462,263359.0,0.0,17.25,,
2023 Q1,Broward,Broward,Pompano/Lauderdale,Industrial,25269959.0,0.0265,-66595.0,0.0,17.5,,
2023 Q1,Broward,Broward,Southeast Broward,Industrial,16043813.0,0.0305,187432.0,748220.0,15.5,,
2023 Q1,Broward,Broward,Southwest Broward,Industrial,17518956.0,0.0213,-6835.0,0.0,15.5,,
2023 Q1,Broward,Broward,Sunrise,Industrial,5829397.0,0.0252,388.0,0.0,15.75,,
2023 Q1,Broward,Broward,Total,Industrial,103694254.0,0.027,286948.0,1375605.0,15.25,,
2023 Q1,Charleston,Charleston,,Industrial,1044665.0,0.0,0.0,50000.0,,,
2023 Q1,Charleston,East Cooper,,Industrial,8998631.0,0.005,-16344.0,0.0,,,
2023 Q1,Charleston,Hanahan,,Industrial,6883723.0,0.002,60634.0,0.0,,,
2023 Q1,Charleston,Hwy 52 North,,Industrial,6094566.0,0.0,0.0,135200.0,,,
2023 Q1,Charleston,I-26 North,,Industrial,24931448.0,0.03,1785697.0,9798811.0,,,
2023 Q1,Charleston,North Charleston/Ladson,,Industrial,29059921.0,0.004,456071.0,620885.0,,,
2023 Q1,Charleston,West Ashley,,Industrial,1025532.0,0.013,0.0,0.0,,,
2023 Q1,Charleston,,,Manufacturing,24692920.0,0.003,0.0,0.0,,,
2023 Q1,Charleston,,,R&D/Flex,2385476.0,0.036,0.0,0.0,,,
2023 Q1,Charleston,,,Warehouse/Distribution,50360090.0,0.011,2286058.0,10604898.0,,,
2023 Q1,Charleston,MARKET TOTAL,,Industrial,78038486.0,0.013,2286058.0,10604898.0,,,
2023 Q1,Chicago,McHenry County,,Industrial,21332362.0,0.033,-4500.0,907093.0,6.35,249694.0,30000.0
2023 Q1,Chicago,Lake County,,Industrial,78747222.0,0.035,128655.0,218500.0,6.6,0.0,205167.0
2023 Q1,Chicago,NE Cook County,,Industrial,49019036.0,0.016,18246.0,1659664.0,7.45,0.0,251116.0
2023 Q1,Chicago,NW Cook County,,Industrial,29940535.0,0.038,190834.0,1365205.0,6.28,0.0,647371.0
2023 Q1,Chicago,N Kane County,,Industrial,34348504.0,0.037,502680.0,1894790.0,5.96,508315.0,198100.0
2023 Q1,Chicago,N DuPage County,,Industrial,44756957.0,0.027,140500.0,812050.0,6.95,153000.0,109515.0
2023 Q1,Chicago,O'Hare,,Industrial,100580028.0,0.028,164368.0,672267.0,8.3,1017550.0,761784.0
2023 Q1,Chicago,City North,,Industrial,60202756.0,0.025,-56585.0,1184800.0,8.05,0.0,27482.0
2023 Q1,Chicago,Near West Suburbs,,Industrial,80541186.0,0.023,-139196.0,1789999.0,6.83,148144.0,161990.0
2023 Q1,Chicago,West Suburbs,,Industrial,38556146.0,0.024,22997.0,80464.0,7.25,187824.0,333530.0
2023 Q1,Chicago,Central Kane & DuPage,,Industrial,38872344.0,0.027,461970.0,1204760.0,6.15,258720.0,212922.0
2023 Q1,Chicago,Far West Suburbs,,Industrial,68057136.0,0.036,-44033.0,952761.0,5.84,392973.0,324316.0
