Period,Market,primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
2025 Q1,Albuquerque,Airport,,Industrial,1113585.0,0.076,-7000.0,21000.0,10.56,0.0,
2025 Q1,Albuquerque,Downtown,,Industrial,3287932.0,0.016,2685.0,0.0,7.28,0.0,
2025 Q1,Albuquerque,Mesa del Sol,,Industrial,693896.0,0.0,0.0,124346.0,0.0,0.0,
2025 Q1,Albuquerque,NE Heights,,Industrial,482381.0,0.005,-1500.0,0.0,12.0,0.0,
2025 Q1,Albuquerque,North 1-25,,Industrial,16797708.0,0.039,-414.0,90039.0,11.61,16640.0,
2025 Q1,Albuquerque,North Valley,,Industrial,2599515.0,0.024,-32891.0,0.0,10.93,0.0,
2025 Q1,Albuquerque,Rio Rancho,,Industrial,6554789.0,0.005,0.0,0.0,11.51,0.0,
2025 Q1,Albuquerque,SE Heights,,Industrial,1511743.0,0.035,-8947.0,0.0,12.91,0.0,
2025 Q1,Albuquerque,South 1-25,,Industrial,3136355.0,0.072,-8100.0,47000.0,9.74,0.0,
2025 Q1,Albuquerque,Valencia County,,Industrial,3275499.0,0.103,0.0,0.0,9.37,41381.0,
2025 Q1,Albuquerque,West Mesa,,Industrial,7897057.0,0.022,-26435.0,216473.0,12.38,0.0,
2025 Q1,Albuquerque,Market Total,,Industrial,47350460.0,0.036,-82602.0,498858.0,10.67,58021.0,
2025 Q1,Atlanta,Atlanta Total,,Warehouse/Distribution,628105251.0,0.087,1545086.0,8099078.0,6.54,2100588.0,
2025 Q1,Atlanta,Atlanta Total,,Shallow Bay,88800459.0,0.054,-599542.0,0.0,7.2,0.0,
2025 Q1,Atlanta,Atlanta Total,,Flex,38951165.0,0.046,-5123.0,0.0,11.0,0.0,
2025 Q1,Atlanta,Central Atlanta,,Industrial,7144537.0,0.058,5668.0,626176.0,10.33,0.0,
2025 Q1,Atlanta,Chattahoochee,,Industrial,15169480.0,0.038,528008.0,0.0,9.96,220863.0,
2025 Q1,Atlanta,Northwest/1-75,,Industrial,83106626.0,0.108,330218.0,808880.0,6.86,214795.0,
2025 Q1,Atlanta,Central/GA 400,,Industrial,25625804.0,0.046,69439.0,570260.0,9.2,90869.0,
2025 Q1,Atlanta,Northeast/1-85,,Industrial,214114307.0,0.086,-40957.0,1824209.0,7.47,0.0,
2025 Q1,Atlanta,Stone Mountain,,Industrial,27996533.0,0.042,-82270.0,0.0,6.0,0.0,
2025 Q1,Atlanta,Airport,,Industrial,85074678.0,0.065,-240429.0,733526.0,7.0,0.0,
2025 Q1,Atlanta,Southeast/1-75,,Industrial,79225763.0,0.122,-129755.0,1353725.0,6.65,500220.0,
2025 Q1,Atlanta,Southwest/1-85,,Industrial,64829781.0,0.075,592308.0,274850.0,7.27,30000.0,
2025 Q1,Atlanta,1-20 East,,Industrial,43223880.0,0.076,279432.0,1166850.0,6.48,562745.0,
2025 Q1,Atlanta,1-20 West,,Industrial,110345486.0,0.067,-371241.0,740602.0,6.53,481066.0,
2025 Q1,Atlanta,Market Total,,Industrial,755856875.0,0.081,940421.0,8099078.0,7.21,2100558.0,
2025 Q1,Austin,Bastrop County,,Industrial,605133.0,0.031,0.0,0.0,6.0,,
