Period,Market,primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
2024 Q1,Albuquerque,Airport,,Industrial,1113418.0,0.068,28500.0,,11.38,,
2024 Q1,Albuquerque,Downtown,,Industrial,3287932.0,0.007,-17252.0,,12.06,,
2024 Q1,Albuquerque,Mesa del Sol,,Industrial,693896.0,0.053,0.0,,11.0,,
2024 Q1,Albuquerque,NE Heights,,Industrial,482381.0,0.002,0.0,,9.0,,
2024 Q1,Albuquerque,North 1-25,,Industrial,16684839.0,0.036,12189.0,76574.0,11.75,,
2024 Q1,Albuquerque,North Valley,,Industrial,2663822.0,0.004,0.0,,11.0,,
2024 Q1,Albuquerque,Rio Rancho,,Industrial,6539789.0,0.001,0.0,,19.0,,
2024 Q1,Albuquerque,SE Heights,,Industrial,1511743.0,0.02,-4500.0,,14.0,,
2024 Q1,Albuquerque,South 1-25,,Industrial,3106520.0,0.052,-50809.0,,11.0,,
2024 Q1,Albuquerque,Valencia County,,Industrial,3234118.0,0.061,0.0,,9.5,,
2024 Q1,Albuquerque,West Mesa,,Industrial,7771037.0,0.014,-11516.0,86000.0,10.5,,
2024 Q1,Albuquerque,Market Total,,Industrial,47089495.0,0.027,-43388.0,162574.0,11.5,,
2024 Q1,Atlanta,ATLANTA,,Warehouse/Distribution,610483526.0,0.076,4299361.0,15712108.0,6.82,4885741.0,
2024 Q1,Atlanta,ATLANTA,,Shallow Bay,88489400.0,0.039,-195142.0,163170.0,7.0,,
2024 Q1,Atlanta,ATLANTA,,Flex,38612304.0,0.051,9431.0,,11.24,,
2024 Q1,Atlanta,Central Atlanta,,Overall,7212861.0,0.078,-10824.0,4897.0,10.42,,
2024 Q1,Atlanta,Chattahoochee,,Overall,15524898.0,0.035,-2287.0,,9.8,,
2024 Q1,Atlanta,Northwest/I-75,,Overall,82511256.0,0.159,2013663.0,580625.0,6.8,704010.0,
2024 Q1,Atlanta,Central/GA 400,,Overall,25532491.0,0.042,-82770.0,45000.0,9.05,,
2024 Q1,Atlanta,Northeast/I-85,,Overall,208003976.0,0.076,264572.0,4144533.0,7.27,1465389.0,
2024 Q1,Atlanta,Stone Mountain,,Overall,27983948.0,0.016,-123640.0,,6.59,,
2024 Q1,Atlanta,Airport,,Overall,84625221.0,0.048,125093.0,172000.0,7.45,,
2024 Q1,Atlanta,Southeast/I-75,,Overall,73581624.0,0.059,1804532.0,5365980.0,6.79,1800000.0,
2024 Q1,Atlanta,Southwest/I-85,,Overall,62396666.0,0.054,-41412.0,1862311.0,7.15,,
2024 Q1,Atlanta,I-20 East,,Overall,41219609.0,0.074,66145.0,1941705.0,6.43,632014.0,
2024 Q1,Atlanta,I-20 West,,Overall,109002680.0,0.052,100578.0,1758227.0,6.51,284328.0,
2024 Q1,Atlanta,ATLANTA,,Overall,737595230.0,0.07,4113650.0,15875278.0,7.42,4885741.0,
2024 Q1,Austin,BASTROP COUNTY,,Industrial,1317583.0,0.014,521521.0,222346.0,6.0,521521.0,
2024 Q1,Austin,CALDWELL COUNTY,,Industrial,583557.0,0.038,,312000.0,,,
2024 Q1,Austin,CEDAR PARK,,Industrial,7356049.0,0.05,-68588.0,570549.0,18.51,,
2024 Q1,Austin,CENTRAL,,Industrial,1728330.0,0.076,-13181.0,,16.63,,
2024 Q1,Austin,EAST,,Industrial,9501795.0,0.029,84602.0,2858749.0,14.11,,
2024 Q1,Austin,FAR NORTH,,Industrial,7896051.0,0.279,471251.0,923509.0,7.87,460464.0,
2024 Q1,Austin,FAR NORTHEAST,,Industrial,3216552.0,0.252,216532.0,3125927.0,10.84,366115.0,
2024 Q1,Austin,HAYS COUNTY,,Industrial,13772390.0,0.149,1217480.0,1543931.0,9.92,575869.0,
2024 Q1,Austin,NORTH,,Industrial,16071960.0,0.07,-430782.0,,13.67,,
2024 Q1,Austin,NORTHEAST,,Industrial,27481378.0,0.05,333020.0,2487112.0,10.54,203800.0,
2024 Q1,Austin,NORTHWEST,,Industrial,708902.0,0.035,-4540.0,,17.0,,
2024 Q1,Austin,ROUND ROCK,,Industrial,5966189.0,0.071,345905.0,692863.0,14.87,562522.0,
2024 Q1,Austin,SOUTH,,Industrial,2760576.0,0.065,14519.0,,13.49,,
2024 Q1,Austin,SOUTHEAST,,Industrial,17762654.0,0.071,-86771.0,3297256.0,9.14,384652.0,
2024 Q1,Austin,SOUTHWEST,,Industrial,3889041.0,0.048,-32802.0,,20.6,,
2024 Q1,Austin,AUSTIN TOTAL,,Industrial,120013007.0,0.087,2568166.0,16034242.0,13.29,3074943.0,
2024 Q1,Baltimore,Annapolis,Warehouse,Industrial,368762.0,0.0,,,,10.65,
2024 Q1,Baltimore,Baltimore City,Warehouse,Industrial,28754823.0,0.055,543433.0,,9.36,,
2024 Q1,Baltimore,Baltimore County East,Warehouse,Industrial,28448048.0,0.065,94032.0,2346300.0,9.17,,
2024 Q1,Baltimore,Baltimore Southwest,Warehouse,Industrial,7424498.0,0.113,-102427.0,,11.05,,
2024 Q1,Baltimore,Balt/Washington Corridor,Warehouse,Industrial,50052921.0,0.083,-718696.0,693000.0,13.08,,
2024 Q1,Baltimore,Harford/Cecil County,Warehouse,Industrial,39400756.0,0.039,267696.0,616650.0,7.53,,
2024 Q1,Baltimore,Hunt Valley/Towson,Warehouse,Industrial,2962411.0,0.0,-26605.0,,9.16,,
