Period,Market,primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
2023 Q4,Albuquerque,Airport,,Industrial,1111668.0,0.094,-92500.0,0.0,11.0,,
2023 Q4,Albuquerque,Downtown,,Industrial,3287932.0,0.002,-5523.0,0.0,12.5,,
2023 Q4,Albuquerque,Mesa del Sol,,Industrial,693896.0,0.0,,0.0,11.0,,
2023 Q4,Albuquerque,NE Heights,,Industrial,482381.0,0.009,-4420.0,0.0,9.0,,
2023 Q4,Albuquerque,North I-25,,Industrial,16680168.0,0.037,-454568.0,76574.0,12.0,62038.0,
2023 Q4,Albuquerque,North Valley,,Industrial,2663822.0,0.004,-10724.0,0.0,11.0,,
2023 Q4,Albuquerque,Rio Rancho,,Industrial,6539789.0,0.001,2300.0,0.0,19.0,,
2023 Q4,Albuquerque,SE Heights,,Industrial,1511743.0,0.017,105052.0,0.0,14.0,,
2023 Q4,Albuquerque,South I-25,,Industrial,3106520.0,0.036,79877.0,0.0,11.0,148140.0,
2023 Q4,Albuquerque,Valencia County,,Industrial,3234118.0,0.061,,0.0,9.5,,
2023 Q4,Albuquerque,West Mesa,,Industrial,7771037.0,0.012,54614.0,0.0,12.0,148720.0,
2023 Q4,Albuquerque,Market Total,,Industrial,47083074.0,0.025,-325892.0,76574.0,11.88,358898.0,
2023 Q4,Albuquerque,Logistics/Dist.,,Industrial,18031598.0,0.017,115033.0,76574.0,11.5,358898.0,
2023 Q4,Albuquerque,Manufacturing,,Industrial,13792598.0,0.054,-521942.0,0.0,10.5,,
2023 Q4,Albuquerque,Special Purpose,,Industrial,10172704.0,0.007,-51931.0,0.0,12.0,,
2023 Q4,Albuquerque,R&D/Flex,,Industrial,5086174.0,0.012,132948.0,0.0,12.0,,
2023 Q4,Austin,BASTROP COUNTY,,Industrial,796062.0,0.023,,840617.0,6.0,,
2023 Q4,Austin,CALDWELL COUNTY,,Industrial,583557.0,,,167794.0,,167794.0,
2023 Q4,Austin,CEDAR PARK,,Industrial,7356049.0,0.04,15132.0,321120.0,18.8,,
2023 Q4,Austin,CENTRAL,,Industrial,1737426.0,0.066,4952.0,,16.64,,
2023 Q4,Austin,EAST,,Industrial,9500486.0,0.025,37069.0,1897071.0,18.5,,
2023 Q4,Austin,FAR NORTH,,Industrial,7870265.0,0.335,94927.0,704229.0,7.52,831029.0,
2023 Q4,Austin,FAR NORTHEAST,,Industrial,2746358.0,0.173,196128.0,1920480.0,11.3,203471.0,
2023 Q4,Austin,HAYS COUNTY,,Industrial,13163502.0,0.207,81112.0,2003246.0,13.0,450767.0,
2023 Q4,Austin,NORTH,,Industrial,16116960.0,0.035,143770.0,,15.92,,
2023 Q4,Austin,NORTHEAST,,Industrial,27254578.0,0.052,26578.0,1936135.0,17.05,564080.0,
2023 Q4,Austin,NORTHWEST,,Industrial,708902.0,0.028,-1500.0,,17.0,,
2023 Q4,Austin,ROUND ROCK,,Industrial,5251036.0,0.01,-5600.0,1334012.0,12.0,25000.0,
2023 Q4,Austin,SOUTH,,Industrial,2761687.0,0.07,-33213.0,,16.53,,
2023 Q4,Austin,SOUTHEAST,,Industrial,17411714.0,0.034,133507.0,3186604.0,10.14,121950.0,
2023 Q4,Austin,SOUTHWEST,,Industrial,3889041.0,0.039,-8076.0,,20.35,,
2023 Q4,Austin,AUSTIN TOTAL,,Industrial,117147623.0,0.081,860656.0,14143514.0,13.13,2364091.0,
2023 Q4,Baltimore,Annapolis,,Warehouse,394025.0,0.0,9260.0,,10.65,,
2023 Q4,Baltimore,Baltimore City,,Warehouse,28716443.0,0.067,76313.0,151721.0,9.14,,
2023 Q4,Baltimore,Baltimore County East,,Warehouse,28618805.0,0.036,-8100.0,2550300.0,8.64,,
2023 Q4,Baltimore,Baltimore Southwest,,Warehouse,7426767.0,0.139,-223487.0,,10.9,,
2023 Q4,Baltimore,Balt/Washington Corridor,,Warehouse,49698590.0,0.05,-250338.0,309498.0,12.86,,
2023 Q4,Baltimore,Harford/Cecil County,,Warehouse,38737052.0,0.108,744000.0,950970.0,7.56,,
2023 Q4,Baltimore,Hunt Valley/Towson,,Warehouse,2953673.0,0.075,3000.0,,8.9,,
2023 Q4,Baltimore,Owings Mills/Reisterstown Rd,,Warehouse,723140.0,0.0,0.0,,11.5,,
2023 Q4,Baltimore,Total,,Warehouse,157268495.0,0.069,350648.0,3962469.0,9.74,,
2023 Q4,Baltimore,Annapolis,,Flex,1121006.0,0.09,1375.0,,16.45,,
2023 Q4,Baltimore,Baltimore City,,Flex,2737900.0,0.085,-10628.0,,8.08,,
2023 Q4,Baltimore,Baltimore County East,,Flex,2911495.0,0.082,-20900.0,,8.65,,
2023 Q4,Baltimore,Baltimore Southwest,,Flex,3646386.0,0.121,-13308.0,,11.88,,
2023 Q4,Baltimore,Balt/Washington Corridor,,Flex,14591859.0,0.063,-63901.0,,14.28,,
2023 Q4,Baltimore,Harford/Cecil County,,Flex,1842015.0,0.052,220.0,,10.37,,
2023 Q4,Baltimore,Hunt Valley/Towson,,Flex,3541120.0,0.061,11100.0,,10.68,,
2023 Q4,Baltimore,Owings Mills/Reisterstown Rd,,Flex,1803766.0,0.123,4816.0,,11.3,,
2023 Q4,Baltimore,Total,,Flex,32195547.0,0.076,-91226.0,,12.27,,
2023 Q4,Baltimore,Total,,Overall,189560728.0,0.07,259422.0,3962469.0,10.1,,
2023 Q4,Boston,Urban,,Industrial,14297465.0,0.046,96983.0,,28.5,,
2023 Q4,Boston,Metro North,Close-In Suburbs North,Industrial,18138330.0,0.053,58935.0,,28.7,,
2023 Q4,Boston,Metro North,Route 128-North,Industrial,33847038.0,0.054,-45682.0,,20.24,,
2023 Q4,Boston,Metro North,Route 495 Northeast,Industrial,24345472.0,0.015,-134836.0,,16.59,,
2023 Q4,Boston,Metro North,Route 3 - North,Industrial,18157500.0,0.058,-3301.0,,16.1,,
2023 Q4,Boston,Metro North,Total,Industrial,94488340.0,0.044,-124884.0,,20.77,,
2023 Q4,Boston,Metro South,Route 128-South,Industrial,44166357.0,0.057,-486307.0,,15.48,,
2023 Q4,Boston,Metro South,Route 495 - South,Industrial,71616199.0,0.061,73537.0,,13.03,,
2023 Q4,Boston,Metro South,Total,Industrial,115782556.0,0.059,-412770.0,,13.74,,
2023 Q4,Boston,Metro West,Route 128-West,Industrial,6372001.0,0.018,-11993.0,,27.95,,
2023 Q4,Boston,Metro West,Framingham - Natick,Industrial,4528544.0,0.015,-206653.0,,13.2,,
2023 Q4,Boston,Metro West,Route 495 Route 2 West,Industrial,21651108.0,0.038,35836.0,,13.53,,
2023 Q4,Boston,Metro West,Route 495 Mass Pike West,Industrial,24281422.0,0.035,-4687.0,,12.96,,
2023 Q4,Boston,Metro West,Total,Industrial,56833075.0,0.033,-187497.0,,13.56,,
2023 Q4,Boston,Worcester,City of Worcester,Industrial,9537102.0,0.009,3062.0,,9.0,,
2023 Q4,Boston,Worcester,Worcester North,Industrial,11384869.0,0.043,430069.0,,11.09,,
2023 Q4,Boston,Worcester,Worcester South,Industrial,9248542.0,0.076,363000.0,,10.77,,
2023 Q4,Boston,Worcester,Total,Industrial,30170513.0,0.043,796131.0,,10.81,,
2023 Q4,Boston,Overall Greater Boston Total,,,281401436.0,0.048,-628168.0,,16.18,,
2023 Q4,Broward,Central Broward,,Industrial,18576151.0,0.0288,-32812.0,0.0,15.0,,
2023 Q4,Broward,Coral Springs,,Industrial,9318900.0,0.0594,130102.0,0.0,15.0,,
2023 Q4,Broward,Northeast Broward,,Industrial,11596543.0,0.0489,-37946.0,0.0,16.5,,
2023 Q4,Broward,Pompano/Lauderdale,,Industrial,25312333.0,0.0286,14856.0,0.0,15.0,,
2023 Q4,Broward,Southeast Broward,,Industrial,16493095.0,0.0442,-16551.0,358088.0,17.0,,
2023 Q4,Broward,Southwest Broward,,Industrial,17743606.0,0.0302,-233807.0,0.0,16.5,,
2023 Q4,Broward,Sunrise,,Industrial,5932697.0,0.0131,31963.0,0.0,14.0,,
2023 Q4,Broward,Grand Total,,Industrial,104973325.0,0.0355,-144195.0,358088.0,15.65,,
2023 Q4,Charleston,Charleston,,Overall,1044665.0,0.0,0.0,0.0,,,
2023 Q4,Charleston,East Cooper,,Overall,8773595.0,0.005,4440.0,0.0,,,
2023 Q4,Charleston,Hanahan,,Overall,7010922.0,0.0034,0.0,0.0,,,
2023 Q4,Charleston,Hwy 52 North,,Overall,6246266.0,0.0011,90975.0,0.0,,,
2023 Q4,Charleston,I-26 North,,Overall,28831498.0,0.098,315850.0,5854907.0,,,
2023 Q4,Charleston,North Charleston/Ladson,,Overall,30182594.0,0.025,-11426.0,1343590.0,,,
2023 Q4,Charleston,West Ashley,,Overall,1047382.0,0.0125,0.0,0.0,,,
2023 Q4,Charleston,MARKET TOTAL,,Manufacturing,24663949.0,0.0,0.0,0.0,,,
2023 Q4,Charleston,MARKET TOTAL,,R&D/Flex,2400476.0,0.0416,-8150.0,0.0,,,
2023 Q4,Charleston,MARKET TOTAL,,Warehouse/Distribution,56072497.0,0.0426,407949.0,6913497.0,,,
2023 Q4,Charleston,MARKET TOTAL,,Overall,83136922.0,0.0352,399799.0,7198497.0,,,
2023 Q4,Chicago,McHenry County,,Industrial,23978972.0,0.074,1748983.0,0.0,6.550000000000001,1156787.0,
2023 Q4,Chicago,Lake County,,Industrial,80286595.0,0.043,-64332.0,345739.0,6.9,525145.0,
2023 Q4,Chicago,NE Cook County,,Industrial,49866720.0,0.022,717272.0,917270.0,7.550000000000001,743598.0,
2023 Q4,Chicago,NW Cook County,,Industrial,31478033.0,0.073,481621.0,48000.0,6.25,1465605.0,
2023 Q4,Chicago,N Kane County,,Industrial,35421189.0,0.04,1280608.0,833205.0,6.225,1830456.0,
2023 Q4,Chicago,N DuPage County,,Industrial,45850996.0,0.034,1406494.0,50000.0,7.1,915050.0,
2023 Q4,Chicago,O'Hare,,Industrial,101317225.0,0.02,2055878.0,98214.0,8.625,1586009.0,
2023 Q4,Chicago,City North,,Industrial,60680095.0,0.027,-17571.0,1184800.0,8.075,0.0,
2023 Q4,Chicago,Near West Suburbs,,Industrial,82092933.0,0.029,304854.0,398954.0,7.125,1938143.0,
2023 Q4,Chicago,West Suburbs,,Industrial,38914315.0,0.009,624671.0,0.0,7.525,268288.0,
2023 Q4,Chicago,Central Kane & DuPage,,Industrial,40486799.0,0.037,1484189.0,878403.0,6.324999999999999,1463480.0,
2023 Q4,Chicago,Far West Suburbs,,Industrial,69977080.0,0.033,1379257.0,929610.0,5.775,1490334.0,
2023 Q4,Chicago,Southwest Suburbs,,Industrial,64852596.0,0.036,695552.0,359999.0,6.025,1628323.0,
2023 Q4,Chicago,Far SW Suburbs,,Industrial,96521301.0,0.037,1562878.0,745039.0,6.8,4244038.0,
2023 Q4,Chicago,City South,,Industrial,105494644.0,0.021,449208.0,95694.0,7.575,300192.0,
2023 Q4,Chicago,South Suburbs,,Industrial,62423134.0,0.066,1622948.0,0.0,5.85,2964785.0,
2023 Q4,Chicago,Joliet Area,,Industrial,103217679.0,0.057,4930075.0,4242225.0,6.75,7130175.0,
2023 Q4,Chicago,Northwest Indiana,,Industrial,32451546.0,0.081,-12394.0,1025560.0,5.725,2262071.0,
2023 Q4,Chicago,Dekalb Area,,Industrial,14045738.0,0.0,268356.0,775000.0,4.475,0.0,
2023 Q4,Chicago,CHICAGO METRO SUBTOTAL,,Industrial,1139357590.0,0.037,20918547.0,12927712.0,6.695,31912479.0,
2023 Q4,Chicago,Southeast Wisconsin,,Industrial,81909178.0,0.098,3379599.0,2792094.0,5.475,5882180.0,
2023 Q4,Chicago,Rockford Area,,Industrial,35880891.0,0.04,-131419.0,1318600.0,4.425000000000001,200165.0,
2023 Q4,Chicago,TOTAL,,Industrial,1257147659.0,0.041,24166727.0,17038406.0,6.529999999999999,37994824.0,
2023 Q4,Cincinnati,Freestanding,,Industrial,219954153.0,0.026,-505251.0,,6.01,,
2023 Q4,Cincinnati,Bulk Warehouse,,Industrial,97379620.0,0.116,812739.0,,6.46,,
2023 Q4,Cincinnati,Office Warehouse,,Industrial,12464780.0,0.066,-38150.0,,7.83,,
2023 Q4,Cincinnati,Central,,Industrial,83945490.0,0.038,-167196.0,,5.57,50000.0,
2023 Q4,Cincinnati,Northeast,,Industrial,68770102.0,0.047,-299316.0,,6.91,1219475.0,
2023 Q4,Cincinnati,Northwest,,Industrial,90263034.0,0.033,930629.0,992672.0,6.64,399197.0,
2023 Q4,Cincinnati,Northern Kentucky,,Industrial,86819927.0,0.098,-194779.0,1037677.0,6.39,1646451.0,
2023 Q4,Cincinnati,Metro Total,,Industrial,329798553.0,0.055,269338.0,2030349.0,6.41,3315123.0,
2023 Q4,Cleveland,Downtown,,Industrial,44474767.0,0.023,125230.0,,5.0,,
2023 Q4,Cleveland,East,,Industrial,6285747.0,0.029,8189.0,,10.84,,
2023 Q4,Cleveland,Geauga West,,Industrial,2129114.0,0.02,0.0,,7.63,,
2023 Q4,Cleveland,Lake County West,,Industrial,26586962.0,0.027,-72413.0,100000.0,5.57,,
2023 Q4,Cleveland,Northeast,,Industrial,26808005.0,0.022,5404.0,,5.85,,
2023 Q4,Cleveland,Northwest,,Industrial,32936611.0,0.008,-2500.0,212000.0,6.17,,
2023 Q4,Cleveland,South,,Industrial,36113206.0,0.019,277426.0,,6.15,,
2023 Q4,Cleveland,Southeast,,Industrial,57796019.0,0.042,-134585.0,729000.0,5.74,,
2023 Q4,Cleveland,Southwest,,Industrial,47274011.0,0.027,42044.0,87602.0,5.99,,
2023 Q4,Cleveland,Property Type,Warehouse/Distribution,Industrial,140056501.0,0.045,272940.0,772602.0,5.66,,
2023 Q4,Cleveland,Property Type,Modern Bulk,Industrial,17655003.0,0.097,236000.0,,7.35,,
2023 Q4,Cleveland,Property Type,Manufacturing,Industrial,122214830.0,0.014,-7843.0,255000.0,5.74,,
2023 Q4,Cleveland,Property Type,R&D/Flex,Industrial,19605203.0,0.027,-16302.0,,9.16,,
2023 Q4,Cleveland,Total Market,,Total,281876534.0,0.031,248795.0,1127602.0,5.92,,
2023 Q4,Dallas Fort Worth,DFW Airport,East DFW/Las Colinas,Industrial,64892782.0,0.079,-54554.0,2628658.0,,486030.0,
2023 Q4,Dallas Fort Worth,DFW Airport,West DFW/Grapevine,Industrial,24567589.0,0.072,-183886.0,518384.0,,0.0,
2023 Q4,Dallas Fort Worth,DFW Airport,Total,Industrial,89460371.0,0.077,-238440.0,3147042.0,,486030.0,
2023 Q4,Dallas Fort Worth,East Dallas,Central East Dallas,Industrial,17599276.0,0.137,-45753.0,0.0,,0.0,
2023 Q4,Dallas Fort Worth,East Dallas,East Dallas/Mesquite,Industrial,28737397.0,0.128,1184712.0,1705973.0,,1587844.0,
2023 Q4,Dallas Fort Worth,East Dallas,Forney/Terrell,Industrial,8025788.0,0.386,0.0,4327069.0,,1303423.0,
2023 Q4,Dallas Fort Worth,East Dallas,Total,Industrial,54362461.0,0.169,1138959.0,6033042.0,,2891267.0,
2023 Q4,Dallas Fort Worth,Northeast Dallas,Allen/McKinney,Industrial,15871025.0,0.093,225717.0,813932.0,,171398.0,
