Period,Market,primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
2024 Q3,Albuquerque,Airport,,Industrial,1113585.0,0.067,21233.0,,10.81,,
2024 Q3,Albuquerque,Downtown,,Industrial,3287932.0,0.021,-63154.0,,9.0,,
2024 Q3,Albuquerque,Mesa del Sol,,Industrial,693896.0,,36608.0,,,,
2024 Q3,Albuquerque,NE Heights,,Industrial,482381.0,0.002,,,,9.0,
2024 Q3,Albuquerque,North 1-25,,Industrial,16684839.0,0.037,-7970.0,141574.0,9.5,,
2024 Q3,Albuquerque,North Valley,,Industrial,2599515.0,0.011,-82305.0,,11.31,,
2024 Q3,Albuquerque,Rio Rancho,,Industrial,6539789.0,,5300.0,,,,
2024 Q3,Albuquerque,SE Heights,,Industrial,1511743.0,0.015,4013.0,,13.02,,
2024 Q3,Albuquerque,South 1-25,,Industrial,3106520.0,0.034,4849.0,,11.7,,
2024 Q3,Albuquerque,Valencia County,,Industrial,3234118.0,0.061,,,,9.5,
2024 Q3,Albuquerque,West Mesa,,Industrial,7811057.0,0.011,49692.0,86000.0,11.06,,
2024 Q3,Albuquerque,Market Total,,Industrial,47065375.0,0.026,-31734.0,227574.0,9.83,0.0,
2024 Q3,Atlanta,Central Atlanta,,,7212861.0,0.09,-6877.0,0.0,10.42,0.0,
2024 Q3,Atlanta,Chattahoochee,,,15321291.0,0.053,-118025.0,0.0,9.94,0.0,
2024 Q3,Atlanta,Northwest/I-75,,,82513935.0,0.143,588689.0,1019668.0,6.77,0.0,
2024 Q3,Atlanta,North Central/GA 400 Corridor,,,25532491.0,0.048,-142639.0,90869.0,9.11,0.0,
2024 Q3,Atlanta,Northeast/I-85,,,212654168.0,0.096,1049865.0,1528574.0,7.52,2720944.0,
2024 Q3,Atlanta,Stone Mountain,,,27993825.0,0.034,-30127.0,0.0,6.49,0.0,
2024 Q3,Atlanta,Airport,,,85062233.0,0.061,-329408.0,733526.0,7.51,265775.0,
2024 Q3,Atlanta,Southeast/I-75,,,75719591.0,0.061,2402340.0,4363659.0,6.89,1642307.0,
2024 Q3,Atlanta,Southwest/I-85,,,63283849.0,0.073,-5178.0,1534824.0,7.36,316072.0,
2024 Q3,Atlanta,I-20 East,,,42643569.0,0.078,-245488.0,1576647.0,6.46,0.0,
2024 Q3,Atlanta,I-20 West,,,109318201.0,0.067,89125.0,973166.0,6.6,852779.0,
2024 Q3,Atlanta,ATLANTA,,WAREHOUSE/DISTRIBUTION,619740994.0,0.087,3756630.0,11820933.0,6.85,5634707.0,
2024 Q3,Atlanta,ATLANTA,,SHALLOW BAY,88748983.0,0.052,-385875.0,,7.09,163170.0,
2024 Q3,Atlanta,ATLANTA,,FLEX,38766037.0,0.056,-118478.0,,11.27,0.0,
2024 Q3,Atlanta,ATLANTA,,,747256014.0,0.082,3252277.0,11820933.0,7.46,5797877.0,
2024 Q3,Austin,BASTROP COUNTY,,,605133.0,0.0306,85000.0,222346.0,6.0,85000.0,
2024 Q3,Austin,CALDWELL COUNTY,,,467144.0,0.3532,0.0,,,,
2024 Q3,Austin,CEDAR PARK,,,5144424.0,0.1359,21477.0,229977.0,18.15,271689.0,
2024 Q3,Austin,CENTRAL,,,1399905.0,0.0565,62236.0,,11.98,,
2024 Q3,Austin,EAST,,,3525085.0,0.0921,-81487.0,2373921.0,14.71,,
2024 Q3,Austin,FAR NORTH,,,7280349.0,0.2649,456471.0,566771.0,9.07,100165.0,
2024 Q3,Austin,FAR NORTHEAST,,,3063040.0,0.2654,250047.0,995266.0,10.93,245507.0,
2024 Q3,Austin,HAYS COUNTY,,,11100504.0,0.1348,480331.0,1323551.0,11.22,35384.0,
2024 Q3,Austin,NORTH,,,14970986.0,0.1119,17863.0,,12.17,,
2024 Q3,Austin,NORTHEAST,,,20749525.0,0.0961,169467.0,1758953.0,12.23,135927.0,
2024 Q3,Austin,NORTHWEST,,,315182.0,0.0701,7500.0,,17.0,,
2024 Q3,Austin,ROUND ROCK,,,5313685.0,0.0986,-21037.0,874815.0,14.77,,
2024 Q3,Austin,SOUTH,,,2405515.0,0.0794,17863.0,,15.68,,
2024 Q3,Austin,SOUTHEAST,,,17425940.0,0.1682,325085.0,1694913.0,8.53,40000.0,
2024 Q3,Austin,SOUTHWEST,,,901568.0,0.0567,-7317.0,269959.0,21.7,,
2024 Q3,Austin,AUSTIN TOTAL,,,94667985.0,0.1364,1571695.0,10088126.0,12.03,913672.0,
2024 Q3,Baltimore,Annapolis,,Warehouse,368762.0,0.0,,,,,
2024 Q3,Baltimore,Baltimore City,,Warehouse,28771835.0,0.065,-68479.0,,9.42,,
2024 Q3,Baltimore,Baltimore County East,,Warehouse,29037841.0,0.061,-28909.0,2012483.0,10.27,,
2024 Q3,Baltimore,Baltimore Southwest,,Warehouse,7448234.0,0.178,21640.0,,10.79,,
2024 Q3,Baltimore,Balt/Washington Corridor,,Warehouse,50549303.0,0.08,-196591.0,383522.0,13.36,,
2024 Q3,Baltimore,Harford/Cecil County,,Warehouse,39731884.0,0.089,254357.0,359200.0,7.87,,
2024 Q3,Baltimore,Hunt Valley/Towson,,Warehouse,2971855.0,0.1,-69577.0,,10.33,,
2024 Q3,Baltimore,Owings Mills/Reisterstown Rd,,Warehouse,706368.0,0.0,,,,,
2024 Q3,Baltimore,Annapolis,,Flex,1189227.0,0.067,9951.0,,16.96,,
2024 Q3,Baltimore,Baltimore City,,Flex,2742461.0,0.068,17718.0,,9.79,,
2024 Q3,Baltimore,Baltimore County East,,Flex,2969563.0,0.071,27349.0,,10.05,,
2024 Q3,Baltimore,Baltimore Southwest,,Flex,3668676.0,0.12,-8265.0,,11.54,,
2024 Q3,Baltimore,Balt/Washington Corridor,,Flex,14609842.0,0.048,36528.0,,13.89,,
2024 Q3,Baltimore,Harford/Cecil County,,Flex,1839987.0,0.051,846.0,,10.06,,
2024 Q3,Baltimore,Hunt Valley/Towson,,Flex,3556214.0,0.036,70062.0,,10.95,,
2024 Q3,Baltimore,Owings Mills/Reisterstown Rd,,Flex,1791435.0,0.119,5875.0,,11.46,,
2024 Q3,Baltimore,Annapolis,,Overall,1557989.0,0.051,9951.0,,,0.0,
2024 Q3,Baltimore,Baltimore City,,Overall,31514296.0,0.065,-50761.0,,9.44,,
2024 Q3,Baltimore,Baltimore County East,,Overall,32007404.0,0.062,-1560.0,2012483.0,10.24,,
2024 Q3,Baltimore,Baltimore Southwest,,Overall,11116910.0,0.159,13375.0,,10.94,,
2024 Q3,Baltimore,Balt/Washington Corridor,,Overall,65159145.0,0.075,-160063.0,383522.0,13.45,,
2024 Q3,Baltimore,Harford/Cecil County,,Overall,41571871.0,0.087,255203.0,359200.0,7.92,,
2024 Q3,Baltimore,Hunt Valley/Towson,,Overall,6528069.0,0.067,485.0,,10.61,,
2024 Q3,Baltimore,Owings Mills/Reisterstown Rd,,Overall,2497803.0,0.099,5875.0,,11.46,,
