Period,Market,primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
2025 Q2,Albuquerque,Airport,,Industrial,1113585.0,0.073,3507.0,,10.09,,
2025 Q2,Albuquerque,Downtown,,Industrial,3287932.0,0.022,19306.0,,7.04,,
2025 Q2,Albuquerque,Mesa del Sol,,Industrial,693896.0,0.0,0.0,124346.0,0.0,,
2025 Q2,Albuquerque,NE Heights,,Industrial,482381.0,0.0,2460.0,,0.0,,
2025 Q2,Albuquerque,North 1-25,,Industrial,16796773.0,0.048,-99704.0,76574.0,11.43,13465.0,
2025 Q2,Albuquerque,North Valley,,Industrial,2599450.0,0.017,24267.0,,10.81,,
2025 Q2,Albuquerque,Rio Rancho,,Industrial,6554789.0,0.025,-43084.0,,11.31,,
2025 Q2,Albuquerque,SE Heights,,Industrial,1511743.0,0.019,30338.0,,11.51,,
2025 Q2,Albuquerque,South 1-25,,Industrial,3136355.0,0.072,0.0,50000.0,10.16,,
2025 Q2,Albuquerque,Valencia County,,Industrial,3275499.0,0.103,0.0,,9.37,,
2025 Q2,Albuquerque,West Mesa,,Industrial,7987057.0,0.023,79220.0,306473.0,12.18,90000.0,
2025 Q2,Albuquerque,Total,,Industrial,47439460.0,0.041,16310.0,578393.0,10.58,103465.0,
2025 Q2,Atlanta,ATLANTA,,WAREHOUSE/DISTRIBUTION,632900989.0,0.092,47686.0,4882586.0,7.05,4299683.0,
2025 Q2,Atlanta,ATLANTA,,SHALLOW BAY,88693350.0,0.058,-158662.0,,8.2,,
2025 Q2,Atlanta,ATLANTA,,FLEX,38951165.0,0.051,-123863.0,,11.76,,
2025 Q2,Atlanta,Central Atlanta,,Industrial,7144537.0,0.065,-26052.0,626176.0,12.31,,
2025 Q2,Atlanta,Chattahoochee,,Industrial,15169480.0,0.042,-30171.0,,9.22,,
2025 Q2,Atlanta,Northwest 1-75/,,Industrial,83774730.0,0.111,105827.0,633000.0,7.69,308880.0,
2025 Q2,Atlanta,N Central/GA 400,,Industrial,25849424.0,0.051,-18708.0,344342.0,12.54,225060.0,
2025 Q2,Atlanta,Northeast/1-85,,Industrial,215350854.0,0.079,1663721.0,1005811.0,7.53,1020603.0,
2025 Q2,Atlanta,Stone Mountain,,Industrial,27866369.0,0.046,99160.0,,8.93,,
2025 Q2,Atlanta,Airport,,Industrial,85818526.0,0.074,33749.0,214170.0,6.9,733526.0,
2025 Q2,Atlanta,Southeast/1-75,,Industrial,79699061.0,0.133,-374654.0,1044887.0,6.13,450024.0,
2025 Q2,Atlanta,Southwest/1-85,,Industrial,64829781.0,0.097,-1494069.0,667350.0,6.75,,
2025 Q2,Atlanta,1-20 East,,Industrial,44402733.0,0.107,-414201.0,,7.45,1166850.0,
2025 Q2,Atlanta,1-20 West,,Industrial,110639809.0,0.068,220559.0,346850.0,6.85,394740.0,
2025 Q2,Atlanta,ATLANTA,,Total,760545504.0,0.086,-234890.0,4882586.0,7.21,4299683.0,
2025 Q2,Austin,Bastrop County,,Industrial,605133.0,0.031,0.0,0.0,6.0,0.0,
2025 Q2,Austin,Caldwell County,,Industrial,750476.0,0.22,0.0,62360.0,,0.0,
2025 Q2,Austin,Cedar Park,,Industrial,5408135.0,0.165,50880.0,0.0,17.03,0.0,
2025 Q2,Austin,Central,,Industrial,1365522.0,0.077,-25024.0,0.0,12.0,0.0,
2025 Q2,Austin,East,,Industrial,5899006.0,0.358,223342.0,0.0,23.4,544160.0,
2025 Q2,Austin,Far North,,Industrial,7878254.0,0.28,-7607.0,412470.0,16.49,520571.0,
2025 Q2,Austin,Far Northeast,,Industrial,3280125.0,0.312,-3100.0,1075570.0,10.76,0.0,
2025 Q2,Austin,Hays County,,Industrial,12424045.0,0.146,82472.0,1716679.0,11.88,0.0,
2025 Q2,Austin,North,,Industrial,14806490.0,0.096,-132629.0,0.0,14.92,0.0,
2025 Q2,Austin,Northeast,,Industrial,22238265.0,0.138,180936.0,723030.0,14.23,163472.0,
