primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
Annapolis,,Warehouse,368762,0.0,,,,,,
Baltimore City,,Warehouse,28771835,6.5,-68479,,9.42,,
Baltimore County East,,Warehouse,29037841,6.1,-28909,2012483,10.27,,
Baltimore Southwest,,Warehouse,7448234,17.8,21640,,10.79,,
Balt/Washington Corridor,,Warehouse,50549303,8.0,-196591,383522,13.36,,
Harford/Cecil County,,Warehouse,39731884,8.9,254357,359200,7.87,,
Hunt Valley/Towson,,Warehouse,2971855,10.0,-69577,,10.33,,
Owings Mills/Reisterstown Rd,,Warehouse,706368,0.0,,,,,,
Annapolis,,Flex,1189227,6.7,9951,,16.96,,
Baltimore City,,Flex,2742461,6.8,17718,,9.79,,
Baltimore County East,,Flex,2969563,7.1,27349,,10.05,,
Baltimore Southwest,,Flex,3668676,12.0,-8265,,11.54,,
Balt/Washington Corridor,,Flex,14609842,4.8,36528,,13.89,,
Harford/Cecil County,,Flex,1839987,5.1,846,,10.06,,
Hunt Valley/Towson,,Flex,3556214,3.6,70062,,10.95,,
Owings Mills/Reisterstown Rd,,Flex,1791435,11.9,5875,,11.46,,
Annapolis,,Overall,1557989,5.1,9951,,,0,
Baltimore City,,Overall,31514296,6.5,-50761,,9.44,,
Baltimore County East,,Overall,32007404,6.2,-1560,2012483,10.24,,
Baltimore Southwest,,Overall,11116910,15.9,13375,,10.94,,
Balt/Washington Corridor,,Overall,65159145,7.5,-160063,383522,13.45,,
Harford/Cecil County,,Overall,41571871,8.7,255203,359200,7.92,,
Hunt Valley/Towson,,Overall,6528069,6.7,485,,10.61,,
Owings Mills/Reisterstown Rd,,Overall,2497803,9.9,5875,,11.46,,
Total,,Warehouse,159586082,8.0,-87559,2755205,10.75,,
Total,,Flex,32367405,6.3,160064,,12.38,,
Total,,,191953487,7.8,72505,2755205,10.98,,
