primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
NORTH ORANGE COUNTY,Anaheim,,47281444,3.3,-242543,375973,1.61,0,128675
NORTH ORANGE COUNTY,Brea,,11378182,2.4,-1621,0,1.61,0,167578
NORTH ORANGE COUNTY,Buena Park,,13958601,6.2,-513822,27765,1.61,0,62812
NORTH ORANGE COUNTY,Fullerton,,20134442,2.5,-171584,135741,1.61,0,105112
NORTH ORANGE COUNTY,La Habra,,2515623,0.9,11959,0,1.61,0,10708
NORTH ORANGE COUNTY,Orange,,12444502,1.0,-77958,0,1.61,0,57112
NORTH ORANGE COUNTY,Placentia,,3678652,3.6,-114060,0,1.61,0,13811
NORTH ORANGE COUNTY,Yorba Linda,,1727020,0.0,141863,0,1.61,0,141863
NORTH ORANGE COUNTY,,,113118466,3.1,-967766,539479,1.61,0,687671
WEST ORANGE COUNTY,Cypress,,5737361,5.7,-98786,390268,1.59,0,0
WEST ORANGE COUNTY,Garden Grove,,12144976,2.2,401843,0,1.59,0,219184
WEST ORANGE COUNTY,Huntington Beach,,15307923,1.6,-169315,0,1.59,0,33672
WEST ORANGE COUNTY,La Palma,,2637948,0.1,84321,0,1.59,0,0
WEST ORANGE COUNTY,Los Alamitos,,2251618,5.1,-84393,0,1.59,0,0
WEST ORANGE COUNTY,Seal Beach,,972051,0.0,0,0,1.59,0,0
WEST ORANGE COUNTY,Stanton,,1072081,1.3,-14172,0,1.59,0,0
WEST ORANGE COUNTY,Westminster,,1852358,5.2,-70810,0,1.59,0,0
WEST ORANGE COUNTY,,,41976316,2.5,48688,390268,1.59,0,252856
GREATER AIRPORT AREA,Costa Mesa,,8596048,3.3,-82127,0,1.82,0,63270
GREATER AIRPORT AREA,Fountain Valley,,4194163,1.8,-11500,0,1.82,0,62778
GREATER AIRPORT AREA,Irvine,,18148611,3.2,35846,0,1.82,0,226977
GREATER AIRPORT AREA,Newport Beach,,734354,0.0,0,0,1.82,0,0
GREATER AIRPORT AREA,Santa Ana,,27609339,3.6,-172893,319288,1.82,0,100219
GREATER AIRPORT AREA,Tustin,,7499861,7.1,-222916,0,1.82,0,37592
GREATER AIRPORT AREA,,,66782376,3.7,-453590,319288,1.82,0,490836
SOUTH ORANGE COUNTY,Aliso Viejo,,1341205,3.1,-41519,0,1.69,0,0
SOUTH ORANGE COUNTY,Foothill Ranch,,3164459,0.4,0,0,1.69,0,12180
SOUTH ORANGE COUNTY,Irvine Spectrum,,16956101,0.7,-14604,224920,1.69,0,117894
SOUTH ORANGE COUNTY,Laguna Hills,,1105229,0.0,0,0,1.69,0,0
SOUTH ORANGE COUNTY,Laguna Niguel,,563917,0.0,0,0,1.69,0,0
SOUTH ORANGE COUNTY,Lake Forest,,4239185,3.8,-101561,0,1.69,0,102144
SOUTH ORANGE COUNTY,Mission Viejo,,952065,0.0,0,0,1.69,0,0
SOUTH ORANGE COUNTY,San Clemente,,2391633,1.9,-46308,0,1.69,0,0
SOUTH ORANGE COUNTY,San Juan Capistrano,,904246,0.0,0,136308,1.69,0,13204
SOUTH ORANGE COUNTY,Santa Margarita,,2461518,0.0,75500,0,1.69,0,12000
SOUTH ORANGE COUNTY,,,34079558,1.1,-128492,245730,1.69,0,257422
Orange County Total,,,255956716,2.9,-1501160,1494755,1.67,0,1688785
