primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
Central County,,Industrial,20938936,0.016,-53273,0,7.64,,
Downtown,,Industrial,50309939,0.025,61210,0,5.43,,
Earth City,,Industrial,20186370,0.054,-105874,0,5.83,,
Fenton,,Industrial,9866664,0.024,90293,0,8.16,,
Maryland Heights,,Industrial,3684734,0.195,0,357056,6.31,,
Metro East,,Industrial,37072104,0.099,-349800,169245,4.27,,
North County,,Industrial,35396100,0.063,590516,1468779,5.53,,
Saint Charles County,,Industrial,7432905,0.016,-25363,85900,8.02,,
South County,,Industrial,29678852,0.037,42661,0,5.83,,
West County,,Industrial,7042334,0.012,-9554,130000,8.99,,
Westport,,Industrial,13644033,0.015,8151,0,7.19,,
,,"Manufacturing",38162177,0.01,388130,477500,5.12,,
,,"R&D/Flex",12632945,0.03,-90483,90000,8.36,,
,,"Warehouse/Distribution",179903515,0.058,586398,1426827,5.38,,
Grand Total,,Industrial,235252971,0.047,248967,2210980,5.66,,
