primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
Bell,,,5241576,3.6,-55203,0,1.87,0,0
Bell Gardens,,,2691527,7.1,-169679,0,1.31,0,0
City of Commerce,,,50594049,5.5,-1503985,151551,1.24,94154,510750
Montebello,,,11314829,9.2,-81954,0,1.56,0,22143
Monterey Park,,,2213656,6.5,-65300,0,0.86,0,46164
Pico Rivera,,,10516905,5.6,-449561,0,2.06,0,126300
COMMERCE,,,82572542,6.0,-2325682,151551,1.38,94154,705357
Cudahy,,,1389171,8.0,-99210,0,1.05,0,0
Huntington Park,,,4794244,3.0,40905,0,0.92,0,52450
Maywood,,,825620,0.0,0,0,N/A,0,0
South Gate,,,10658498,4.5,-296165,0,1.50,0,18412
City of Vernon,,,55206432,4.3,-330681,143299,1.51,185089,1298198
VERNON,,,72873965,4.2,-685151,143299,1.47,185089,1369060
COMMERCE VERNON,,,155446507,5.2,-3010833,294850,1.42,279243,2074417
DOWNTOWN LOS ANGELES,,,98769175,3.2,-864159,253318,1.36,,476708
CENTRAL LOS ANGELES,,,254215682,4.4,-3874992,548168,1.40,279243,2551125
