primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
Ceres,,Industrial,6680347,9.5,0,,0.67,,
Lathrop,,Industrial,18240950,10.3,183565,,0.73,,
Lodi,,Industrial,5518023,0.0,0,,N/A,,
Manteca,,Industrial,6411159,3.0,0,,0.75,,
Modesto,,Industrial,15052114,0.7,52500,,0.65,,
Oakdale,,Industrial,890391,0.0,0,,N/A,,
Patterson,,Industrial,5008183,0.0,0,,N/A,,
Stockton,,Industrial,46570126,13.5,298512,,0.73,,
Tracy,,Industrial,33515103,5.8,295539,,0.79,,
Turlock,,Industrial,2875028,0.0,0,,N/A,,
Market Totals,,Industrial,140761424,7.8,830116,,0.74,,
