primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
Ventura County,Camarillo,Total Industrial,10622455,0.022,6619,181500,0.96,0,10550
Ventura County,Moorpark,Total Industrial,4057068,0.074,0,48787,1.35,0,0
Ventura County,Oxnard/Port Hueneme,Total Industrial,21949428,0.007,18937,0,0.85,0,47662
Ventura County,Simi Valley,Total Industrial,8996139,0.048,-37194,537826,1.25,0,56845
Ventura County,Thousand Oaks,Total Industrial,8278093,0.054,-61260,120290,1.53,0,18012
Ventura County,Ventura City,Total Industrial,9561688,0.021,-81015,0,0.85,0,37767
Ventura County,Westlake Village,Total Industrial,3712475,0.009,0,0,1.71,0,0
East Ventura,,Total Industrial,25043775,0.049,-98454,658116,1.41,0,74857
West Ventura,,Total Industrial,42133571,0.014,-55459,195109,0.88,0,95979
Ventura County,,Total Industrial,67177346,0.027,-153913,849557,1.06,0,170836
