primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
Airport/Doral,,,60824327,4.91,-182317,1528640,20.00,0,
Central Dade,,,39677152,3.92,-109867,107632,14.50,0,
Hialeah,,,16611629,4.35,53627,409189,13.60,0,
Kendall/Tamiami,,,14387515,2.79,89678,0,13.00,0,
Medley,,,47402112,5.78,73025,372460,18.00,558099,
Miami Lakes,,,18338411,7.92,425909,1107421,17.00,935437,
North Central Dade,,,40290770,8.52,-277945,374419,16.10,0,
Northeast Dade,,,2686371,2.81,-3960,0,14.50,0,
Out of Submarket,,,1389117,0.54,-5000,0,,,
South Dade,,,4728569,4.69,-3925,0,15.00,169053,
Grand Total,,,246335973,5.52,59225,3899761,15.72,1662589,
