primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
CBD,,,,,,,,,
CBD,,Class B,305706,2.1,-6537,0,12.00,0,
CBD,,,2152612,5.2,-8942,0,12.00,0,
North Central,,Class A,1844502,40.5,45936,0,9.50,0,
North Central,,Class B,6141891,4.0,-79521,0,12.61,0,
North Central,,,12961772,8.5,-4276,0,11.10,0,
Northeast,,Class A,35429912,20.2,237694,2957816,7.07,652721,
Northeast,,Class B,24082020,5.8,21432,207500,7.07,0,
Northeast,,,81537034,11.4,647468,3165316,7.15,1083529,
Northwest,,Class A,1415859,36.1,38108,0,10.18,0,
Northwest,,Class B,7504749,3.7,-17133,0,13.33,0,
Northwest,,,16613488,6.1,-22698,0,12.06,0,
South,,Class A,9847010,6.4,-360000,0,15.00,0,
South,,Class B,10380531,3.3,353190,720000,5.53,0,
South,,,26745872,5.4,-311819,720000,6.44,0,
,,DISTRIBUTION/LOGISTICS,103795272,11.5,-115478,,7.17,,
,,FLEX/R&D,11163405,5.8,-27497,,11.86,,
,,MANUFACTURING,24616548,1.0,461208,,8.55,,
San Antonio Total,,Class A,48537283,18.65,-38262,3677816,7.32,652721,
San Antonio Total,,Class B,48414897,4.66,394243,207500,10.19,0,
San Antonio Total,,,140010778,9.2,299733,3885316,7.94,1083529,
