primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
American Canyon,,"Manufacturing",475767,3.9,0,,1.00,,
American Canyon,,"R&D/Flex",15040,39.9,0,,1.10,,
American Canyon,,"Warehouse/Distribution",8185065,8.5,-609340,,1.00,,
American Canyon,,,8675872,8.3,-609340,,1.00,,
Benicia,,"Manufacturing",1189094,3.3,1500,,0.95,,
Benicia,,"R&D/Flex",481763,15.5,-4608,,1.05,,
Benicia,,"Warehouse/Distribution",6893475,2.4,8538,,0.85,,
Benicia,,,8564332,3.3,5430,,0.91,,
Fairfield,,"Manufacturing",2297129,3.7,-25150,,0.95,,
Fairfield,,"R&D/Flex",1309065,10.5,-28711,,1.05,,
Fairfield,,"Warehouse/Distribution",13976261,10.6,-639218,,0.85,,
Fairfield,,,17582455,9.7,-693079,,0.87,,
Napa,,"Manufacturing",917450,6.6,-36960,,1.20,,
Napa,,"R&D/Flex",1846302,3.0,10306,,1.35,,
Napa,,"Warehouse/Distribution",6547121,3.0,3343,,1.00,,
Napa,,,9310873,3.3,-23311,,1.08,,
Vacaville,,"Manufacturing",1264986,0.0,0,,0.90,,
Vacaville,,"R&D/Flex",1529905,19.2,-6676,,1.05,,
Vacaville,,"Warehouse/Distribution",10356545,7.5,1800,,0.90,,
Vacaville,,,13151436,8.2,-4876,,0.94,,
Vallejo,,"Manufacturing",1927151,2.2,0,,0.80,,
Vallejo,,"R&D/Flex",584575,0.0,0,,0.95,,
Vallejo,,"Warehouse/Distribution",2329493,0.2,2040,,0.85,,
Vallejo,,,4841219,1.0,2040,,0.80,,
Napa-Solano Ind. Market,,"Manufacturing",8071577,3.1,-60610,,0.99,,
Napa-Solano Ind. Market,,"R&D/Flex",5766650,9.8,-1232837,,1.08,,
Napa-Solano Ind. Market,,"Warehouse/Distribution",48287960,6.9,-29689,,0.91,,
Napa-Solano Ind. Market,,,62126187,6.6,-1323136,,0.93,,
