primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
Central,,,33392322,3.7,-5584,,7.31,,
Delaware County,,,12580477,5.8,21000,255947,7.26,733895,
East,,,27835812,3.9,213236,151000,6.49,,
Fairfield County,,,9720279,10.7,360531,,5.26,,
Licking County,,,39965543,11.0,328758,1200000,5.68,946400,
Madison County,,,20855640,15.9,-473780,,5.81,,
Northeast,,,13079898,5.8,-85962,,6.53,,
Northwest,,,1701677,3.6,-29150,,11.34,,
Pickaway County,,,19060802,15.2,-125000,350000,5.62,773114,
Southeast,,,72748098,5.5,472777,400000,6.09,,
Southwest,,,18245694,6.0,-25956,135000,6.20,,
Union County,,,11029947,1.7,329358,27000,9.10,,
West,,,37576670,4.2,157345,129000,6.93,249970,
Total,,,317792859,7.0,1406995,2647947,6.10,1969484,
