primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
Hillsborough County,East Hillsborough,Total Industrial,83888528,0.051,583556,2944573,10.05,,
Hillsborough County,Tampa CBD,Total Industrial,8748254,0.046,-79293,0,11.99,,
Hillsborough County,Northeast,Total Industrial,2245043,0.001,0,465388,12.12,,
Hillsborough County,East Tampa,Total Industrial,49866156,0.039,171452,1145945,11.46,,
Hillsborough County,Plant City,Total Industrial,19119208,0.067,491397,1034860,7.12,,
Hillsborough County,Southeast,Total Industrial,3909867,0.166,0,298380,9.65,,
Hillsborough County,West Hillsborough,Total Industrial,20980462,0.051,-80862,0,12.89,,
Hillsborough County,Westshore,Total Industrial,3753958,0.013,191108,0,12.86,,
Hillsborough County,Airport,Total Industrial,13384718,0.067,-236390,0,13.11,,
Hillsborough County,Southwest Tampa,Total Industrial,1822684,0.063,-30000,0,10.00,,
Hillsborough County,Northwest Tampa,Total Industrial,2019102,0.007,-5580,0,18.00,,
Hillsborough County,,Total Industrial,104868990,0.051,502694,2944573,10.56,,
Pinellas County,South Pinellas,Total Industrial,8559707,0.069,130716,0,10.61,,
Pinellas County,Mid Pinellas/Gateway,Total Industrial,30058913,0.043,-359742,455480,10.44,,
Pinellas County,North Pinellas,Total Industrial,6539261,0.025,-28100,0,10.92,,
Pinellas County,,Total Industrial,45157881,0.046,-257126,455480,10.52,,
Pasco County,,Total Industrial,13533848,0.167,-39635,0,11.47,,
Tampa Total,,Total Industrial,163560719,0.059,205933,3400053,10.62,,
Tampa Total,,Manufacturing,32115617,0.032,-310541,0,9.94,,
Tampa Total,,R&D/Flex,12838101,0.054,787,0,13.80,,
Tampa Total,,Warehouse/Distribution,118607001,0.067,515687,3400053,10.48,,
