primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
Northgate/Natomas,,Distribution - Class A,13680912,15.6,,,0.80,,
Northgate/Natomas,,Distribution - Class B,1509235,10.3,,,0.92,,
Northgate/Natomas,,Flex / High Tech / R&D,2947984,7.5,,,0.86,,
Northgate/Natomas,,Light Industrial - Class A,2027860,1.7,,,0.95,,
Northgate/Natomas,,Light Industrial - Class B,3326362,3.7,,,0.71,,
Richards,,Distribution - Class B,1152769,3.0,,,0.48,,
Richards,,Flex / High Tech / R&D,372168,1.3,,,0.65,,
Richards,,Light Industrial - Class B,1477961,4.9,,,0.78,,
Downtown/Midtown/East Sac,,Light Industrial - Class B,2359648,1.8,,,0.89,,
West Sacramento,,Distribution - Class A,8539814,12.8,,,0.83,,
West Sacramento,,Distribution - Class B,3090261,8.2,,,0.76,,
West Sacramento,,Flex / High Tech / R&D,1760588,2.2,,,0.92,,
West Sacramento,,Light Industrial - Class A,1554089,3.6,,,0.89,,
West Sacramento,,Light Industrial - Class B,6354716,1.5,,,0.79,,
South Sacramento,,Light Industrial - Class B,2736663,2.6,,,1.05,,
Elk Grove/Laguna/Galt,,Distribution - Class A,2687907,1.0,,,0.98,,
Elk Grove/Laguna/Galt,,Flex / High Tech / R&D,550149,1.0,,,1.31,,
Elk Grove/Laguna/Galt,,Light Industrial - Class A,477006,9.0,,,1.23,,
Elk Grove/Laguna/Galt,,Light Industrial - Class B,1946700,1.2,,,0.89,,
Power Inn Area,,Distribution - Class A,4632118,3.7,,,0.76,,
Power Inn Area,,Distribution - Class B,2995110,1.3,,,0.61,,
Power Inn Area,,Flex / High Tech / R&D,1388943,10.9,,,0.79,,
Power Inn Area,,Light Industrial - Class B,13206288,2.1,,,0.76,,
Northeast Sacramento,,Distribution - Class B,386496,14.0,,,0.50,,
Northeast Sacramento,,Flex / High Tech / R&D,808064,4.5,,,0.75,,
Northeast Sacramento,,Light Industrial - Class A,1581271,1.2,,,0.61,,
Northeast Sacramento,,Light Industrial - Class B,2841829,2.9,,,1.07,,
Rancho Cordova,,Distribution - Class A,2104272,34.1,,,0.76,,
Rancho Cordova,,Distribution - Class B,2146864,1.4,,,0.76,,
Rancho Cordova,,Flex / High Tech / R&D,2989484,4.1,,,0.96,,
Rancho Cordova,,Light Industrial - Class A,1225196,4.9,,,1.04,,
Rancho Cordova,,Light Industrial - Class B,5115565,2.9,,,0.81,,
Roseville/Rocklin,,Distribution - Class A,3269403,0.0,,,0.75,,
Roseville/Rocklin,,Distribution - Class B,2948721,0.0,,,0.90,,
Roseville/Rocklin,,Flex / High Tech / R&D,3426198,6.3,,,1.12,,
Roseville/Rocklin,,Light Industrial - Class A,1270032,2.5,,,0.96,,
Roseville/Rocklin,,Light Industrial - Class B,3385035,1.6,,,1.05,,
I-80/Roseville Road,,Flex / High Tech / R&D,574139,1.8,,,0.90,,
I-80/Roseville Road,,Light Industrial - Class A,489972,17.0,,,0.92,,
I-80/Roseville Road,,Light Industrial - Class B,4993589,2.6,,,0.94,,
Lincoln,,Distribution - Class A,1597248,3.6,,,0.68,,
Lincoln,,Light Industrial - Class A,37800,0.0,,,0.90,,
Lincoln,,Light Industrial - Class B,540391,2.3,,,1.15,,
Woodland/Davis,,Distribution - Class A,7316070,7.1,,,0.62,,
Woodland/Davis,,Distribution - Class B,4121790,3.5,,,0.57,,
Woodland/Davis,,Flex / High Tech / R&D,801675,6.8,,,1.00,,
Woodland/Davis,,Light Industrial - Class A,294198,36.6,,,1.25,,
Woodland/Davis,,Light Industrial - Class B,2060106,3.2,,,0.45,,
Folsom/El Dorado Hills,,Flex / High Tech / R&D,2120001,3.9,,,0.96,,
Folsom/El Dorado Hills,,Light Industrial - Class A,450464,32.8,,,1.25,,
Folsom/El Dorado Hills,,Light Industrial - Class B,917528,0.0,,,1.14,,
Auburn/Newcastle,,Light Industrial - Class B,1873609,3.2,,,1.00,,
McClellan Park,,Light Industrial - Class B,1645992,7.1,,,0.60,,
Market Total,,Distribution - Class A,46385271,10.2,,,0.76,,
Market Total,,Distribution - Class B,24147443,2.9,,,0.70,,
Market Total,,Flex / High Tech / R&D,19553743,5.0,,,0.94,,
Market Total,,Incubator,10248076,2.4,,,0.97,,
Market Total,,Light Industrial - Class A,11250986,5.3,,,1.07,,
Market Total,,Light Industrial - Class B,54781982,2.5,,,0.82,,
Market Total,,,194002100,5.1,,,0.81,,
