primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
Central/Airport,,Bulk,8125560,5.1,-120316,,0.96,,
Central/Airport,,Flex,2661474,4.5,-28395,,1.08,,
Central/Airport,,,10787034,5.0,-64463,,0.99,,
East Valley,,Bulk,31567200,10.7,-245000,,0.76,,
East Valley,,Flex,122687,0.0,0,,,,
East Valley,,,31689887,10.7,-245000,,0.76,,
North Valley,,Bulk,26840308,12.3,-704212,,0.87,,
North Valley,,Flex,228956,0.0,8354,,,,
North Valley,,,27069264,12.2,-695858,,0.87,,
South Reno,,Bulk,9186650,16.6,-184080,,1.04,,
South Reno,,Flex,1984051,4.1,-17423,,1.37,,
South Reno,,,11170701,14.4,-159665,,1.06,,
Sparks,,Bulk,27957143,8.9,-1667144,,0.83,,
Sparks,,Flex,2961252,4.1,-8192,,1.11,,
Sparks,,,30918395,8.4,-1675336,,0.85,,
West Reno,,Bulk,2644063,23.1,-80776,,0.92,,
West Reno,,Flex,409060,0.0,0,,,,
West Reno,,,3053123,20.0,-80776,,0.92,,
,,"Bulk",106320924,11.0,-1713008,,0.85,,
,,"Flex",8367480,3.9,-55867,,1.17,,
Market Total,,,114688404,10.5,-1768875,,0.86,,
