primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
McHenry County,,,23525577,3.5,497469,0,6.61,0,698349
Lake County,,,81156442,4.8,-6796,246757,6.64,345739,1040834
NE Cook County,,,50791590,4.6,-356662,83124,7.45,917270,338794
NW Cook County,,,32212152,4.7,440595,48000,8.44,0,336362
North Kane County,,,36764355,6.8,246949,0,7.35,833205,1081512
North DuPage County,,,45855548,2.6,419697,369104,8.60,0,341705
O'Hare,,,102184874,3.1,-1101084,66552,13.07,126054,2820840
City North,,,61768616,4.0,18477,0,13.49,1184800,324303
Near West Suburbs,,,81912862,3.2,194216,0,9.85,398954,553551
West Suburbs,,,38973426,1.5,28529,31510,11.91,0,242549
Central Kane & DuPage,,,41651915,4.3,503927,296722,8.88,543603,474094
Far West Suburbs,,,70296064,2.7,915379,1199880,6.91,429610,983128
Southwest Suburbs,,,66188092,4.5,-367951,0,9.78,359999,481638
Far SW Suburbs,,,97350333,4.0,81575,292053,8.28,745039,1868754
City South,,,105649119,2.4,-346678,489638,8.91,22250,485975
South Suburbs,,,62673068,5.2,587519,0,9.51,50000,2018011
Joliet Area,,,105810619,5.4,3495226,3647751,7.10,1827353,2601545
Northwest Indiana,,,33226689,5.4,1348855,215000,10.21,876520,1118698
Dekalb Area,,,14046789,0.3,-35847,775000,5.40,0,182750
Chicago Metro Subtotal,,,1152038130,3.9,6563395,7761091,8.52,8660396,17993392
Southeast Wisconsin,,,84287115,10.4,2494478,1074201,5.50,2719594,1764343
Rockford Area,,,37650331,3.6,1510164,1400000,4.95,1318600,0
Total,,,1273975576,4.3,10568037,10235292,8.11,12698590,19757735
