primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
Adams County,,Industrial,2916961,0.0,,,0,400000,
Cumberland County,,Industrial,65441816,0.042,,0,8.54,0,
Dauphin County,,Industrial,31986474,0.085,,328000,8.01,418608,
Franklin County,,Industrial,25654376,0.153,,0,7.16,0,
Lancaster County,,Industrial,56869925,0.066,,399280,8.99,210000,
Lebanon County,,Industrial,18217308,0.081,,0,8.07,450000,
York County,,Industrial,73178238,0.046,,1384047,8.1,1386945,
Central PA Subtotal,,Industrial,274265098,0.066,,2111327,8.02,2865553,
Berks County,,Industrial,40103348,0.087,,0,9.1,234830,
Lehigh County,,Industrial,63938061,0.044,,224000,11.67,0,
Northampton County,,Industrial,53962702,0.118,,648559,11.81,683480,
Lehigh Valley PA Subtotal,,Industrial,158004111,0.08,,872559,11.38,918310,
Carbon County,,Industrial,1253747,0.0,,0,0,,
Lackawanna County,,Industrial,20282530,0.083,,0,5.16,0,
Luzerne County,,Industrial,55169231,0.051,,970099,7.92,387500,
Monroe County,,Industrial,9263345,0.351,,0,6.36,1204494,
Schuylkill County,,Industrial,17667338,0.102,,1040540,7.25,0,
Northeast PA Subtotal,,Industrial,103636191,0.092,,2010639,6.84,1591994,
Market Total,,Industrial,535905400,0.075,,4994525,9.18,5375857,
