primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
Airport,,Industrial,7435544,15.95,441362,,0.87,1087981,
Bench,,Industrial,1894698,3.68,73519,,0.96,,
Caldwell,,Industrial,5645480,12.30,66664,,0.83,410880,
Downtown,,Industrial,621267,17.81,,,0.79,,
Eagle,,Industrial,257357,,,,,,
Kuna,,Industrial,203390,,,,,,
Meridian,,Industrial,6090379,0.13,49934,132236,1.39,,
Middleton,,Industrial,265608,,,,,,
Nampa,,Industrial,14361254,11.10,1210563,,,1190108,
North Boise,,Industrial,1704516,0.55,-3230,,1.23,,
South Meridian,,Industrial,876649,1.14,,,1.15,,
Southeast,,Industrial,4287732,0.65,20974,,1.08,,
Southwest,,Industrial,2369799,1.00,89667,88140,1.19,,
Star,,Industrial,58076,,,,,,
West,,Industrial,3572338,2.39,-23355,,1.10,,
West Canyon,,Industrial,1089102,,,,,,
Market Total,,Industrial,50958659,7.5,1926098,220376,0.84,2688969,
