primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
Seattle Close-In,Downtown/Lake Union,Industrial,1818418,15.3,-15771,0,,,
Seattle Close-In,North Seattle/Interbay,Industrial,6854147,10.4,48537,12454,,,
Seattle Close-In,East Seattle/Capitol Hill/Rainier Valley,Industrial,1801563,13.3,-6468,0,,,
Seattle Close-In,South/West Seattle,Industrial,39568144,9.6,-270782,0,,,
Seattle Close-In,,Industrial,50042272,10.1,-229583,12454,1.79,,
Kent Valley,SeaTac,Industrial,6057078,5.3,-206505,388453,,,
Kent Valley,Tukwila,Industrial,12161553,8.8,-207603,0,,,
Kent Valley,Renton,Industrial,16164753,2.0,-3419,0,,,
Kent Valley,Kent,Industrial,48878073,6.8,-344701,223517,,,
Kent Valley,Auburn,Industrial,28091325,4.4,65431,0,,,
Kent Valley,Federal Way,Industrial,3099567,19.5,994156,474424,,,
Kent Valley,Sumner,Industrial,19411608,7.4,-853886,0,,,
Kent Valley,,Industrial,133863957,6.2,700936,1086394,1.15,,
Tacoma/Fife,Port of Tacoma,Industrial,12544453,5.2,-281091,26000,,,
Tacoma/Fife,Tacoma West,Industrial,5845188,5.0,20895,1481295,,,
Tacoma/Fife,Fife,Industrial,13201921,7.6,-117918,251500,,,
Tacoma/Fife,Puyallup,Industrial,8537909,8.9,17200,389303,,,
Tacoma/Fife,Frederickson,Industrial,15290615,14.6,1645042,1118480,,,
Tacoma/Fife,Lakewood,Industrial,7250968,12.0,-131155,135496,,,
Tacoma/Fife,DuPont,Industrial,4635287,10.6,-4440,0,,,
Tacoma/Fife,Gig Harbor,Industrial,757586,13.2,13000,0,,,
Tacoma/Fife,,Industrial,68063927,9.4,1485835,3402074,0.89,,
Eastside,Bellevue,Industrial,2030527,3.7,19180,0,,,
Eastside,I-90 Corridor,Industrial,2652400,14.9,-319,0,,,
Eastside,Kirkland/Totem Lake,Industrial,2318166,1.4,7498,0,,,
Eastside,Overlake,Industrial,704781,28.7,-35305,0,,,
Eastside,Marymoor,Industrial,3484130,3.1,11632,0,,,
Eastside,Willows,Industrial,3846437,6.3,-32758,0,,,
Eastside,Bothell,Industrial,3052718,8.2,-13663,0,,,
Eastside,Woodinville/Maltby,Industrial,6960081,5.0,-74199,0,,,
Eastside,,Industrial,25049240,6.6,-117934,0,1.81,,
Northend,"Lynnwood/Edmonds/Mtlk Terrace",Industrial,2579822,2.3,5036,115400,,,
Northend,Monroe,Industrial,2041027,8.0,-23730,0,,,
Northend,Mukilteo,Industrial,2980771,11.2,3746,0,,,
Northend,Everett,Industrial,11135645,13.6,54995,125048,,,
Northend,No. Snohomish,Industrial,5932940,20.7,12069,307860,,,
Northend,,Industrial,24670205,13.4,52116,548308,1.17,,
Puget Sound (3- county),,,301689601,8.1,1826658,5049230,1.28,,
,,"Whse/Bus Pk/Manuf",294095871,8.0,1923424,5049230,1.26,,
,,"Flex",9354432,12.9,-96766,0,1.62,,
Thurston County,Lacey,Industrial,12438673,5.4,-323286,38000,,,
Thurston County,Olympia Core,Industrial,822123,0.0,0,0,,,
Thurston County,Tumwater,Industrial,4673438,9.4,-15000,57900,,,
Thurston County,Outlying Thurston,Industrial,395220,0.0,0,0,,,
Thurston County,,Industrial,18329454,6.1,-338286,95900,0.78,,
Lewis County,,,5638167,0.0,0,107125,,,
Five-County Total,,,325657222,7.9,1488372,5252255,1.27,,
