primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
Western Suburbs,,"Warehouse & Distribution",12867767,12.99,0,0,6.25,,
CBD,,"Warehouse & Distribution",594479,0.0,0,0,6.00,,
Northwest,,"Warehouse & Distribution",3865010,2.41,0,0,6.25,,
Northeast,,"Warehouse & Distribution",17737235,11.63,167325,0,6.25,,
South,,"Warehouse & Distribution",4258016,4.90,0,0,5.25,,
Ankeny,,"Warehouse & Distribution",5211314,9.27,30000,0,6.25,,
Western Suburbs,,"Manufacturing",1882576,0.0,0,0,6.30,,
CBD,,"Manufacturing",0,0.0,0,0,0.00,,
Northwest,,"Manufacturing",2346399,2.45,0,0,5.50,,
Northeast,,"Manufacturing",3779644,1.87,0,0,7.00,,
South,,"Manufacturing",963057,11.42,0,0,4.75,,
Ankeny,,"Manufacturing",2932101,0.0,0,0,7.00,,
Western Suburbs,,"Modern Bulk",6331421,23.33,0,0,6.50,,
CBD,,"Modern Bulk",0,0.0,0,0,0.00,,
Northwest,,"Modern Bulk",2085427,0.96,0,0,6.25,,
Northeast,,"Modern Bulk",8915145,18.07,75000,0,6.25,,
South,,"Modern Bulk",720834,0.0,0,0,5.75,,
Ankeny,,"Modern Bulk",3969432,10.89,30000,0,6.50,,
Western Suburbs,,"Flex",5426247,6.21,14855,0,9.66,,
CBD,,"Flex",327856,5.41,0,0,9.00,,
Northwest,,"Flex",826617,3.05,12000,0,8.97,,
Northeast,,"Flex",3538857,3.97,6000,0,9.68,,
South,,"Flex",478299,4.52,0,0,8.44,,
Ankeny,,"Flex",792301,4.82,0,0,10.15,,
Greater DSM,,"Warehouse & Distribution",44533821,10.15,197325,0,6.15,,
Greater DSM,,"Manufacturing",11903777,2.00,0,0,6.30,,
Greater DSM,,"Modern Bulk",22022259,16.08,105000,0,6.50,,
Greater DSM,,"Flex",11390177,5.10,32855,0,9.50,,
Greater DSM,,,67827777,10.2,230180,0,6.15,761834,277000
