primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
McHenry County,,Industrial,23882467,0.071,,177320,6.50,,
Lake County,,Industrial,79764348,0.046,,0,6.78,,
NE Cook County,,Industrial,49745726,0.024,,916066,7.48,,
NW Cook County,,Industrial,31013650,0.057,,516096,6.23,,
N Kane County,,Industrial,34463122,0.039,,2030462,6.15,,
N DuPage County,,Industrial,45640579,0.038,,50000,7.05,,
O'Hare,,Industrial,101248398,0.024,,407420,8.55,,
City North,,Industrial,60388064,0.027,,1184800,8.20,,
Near West Suburbs,,Industrial,80477146,0.025,-992537,2002073,7.00,,
West Suburbs,,Industrial,38831656,0.014,,0,7.45,,
Central Kane & DuPage,,Industrial,40422552,0.053,,543603,6.23,,
Far West Suburbs,,Industrial,69513643,0.03,,837786,5.75,,
Southwest Suburbs,,Industrial,63482488,0.024,,1182078,5.93,,
Far SW Suburbs,,Industrial,95564638,0.027,,1301780,6.68,,
City South,,Industrial,106917541,0.021,,192088,7.53,,
South Suburbs,,Industrial,61783043,0.04,,922453,5.83,,
Joliet Area,,Industrial,100870836,0.067,,3478660,6.65,,
Northwest Indiana,,Industrial,30561572,0.04,,1935242,5.63,,
Dekalb Area,,Industrial,14045738,0.018,,775000,4.43,,
CHICAGO METRO SUBTOTAL,,Industrial,1128617207,0.035,13441891,18551141,6.63,,
Southeast Wisconsin,,Industrial,80393203,0.086,3230375,3528922,5.40,,
Rockford Area,,Industrial,35724076,0.041,-304349,1318600,4.38,,
TOTAL,,Industrial,1244734486,0.038,16367917,23398663,6.47,,
