primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
Urban,,,14297465,0.052,-88428,,27.14,,
Metro North,Close-In Suburbs North,,18138330,0.053,-22227,,24.60,,
Metro North,Route 128-North,,33641838,0.036,208381,,19.92,,
Metro North,Route 495 Northeast,,24173472,0.015,86835,,14.63,,
Metro North,Route 3-North,,18178700,0.055,-247384,,16.35,,
Metro North,,,94132340,0.037,25605,,19.50,,
Metro South,Route 128-South,,44157179,0.05,15826,,14.88,,
Metro South,Route 495 - South,,71422088,0.049,-396359,,13.20,,
Metro South,,,115579267,0.049,-380533,,13.64,,
Metro West,Route 128-West,,6372001,0.02,16368,,26.82,,
Metro West,Framingham - Natick,,4528544,0.015,25128,,13.11,,
Metro West,Route 495 Route 2 West,,21631763,0.034,222930,,13.43,,
Metro West,Route 495 Mass Pike West,,24281422,0.02,247900,,12.97,,
Metro West,,,56813730,0.025,512326,,13.56,,
Worcester,City of Worcester,,9537102,0.008,-24999,,9.00,,
Worcester,Worcester North,,11365925,0.066,185001,,12.83,,
Worcester,Worcester South,,9248542,0.116,30000,,10.98,,
Worcester,,,30151569,0.063,190002,,11.41,,
Overall Greater Boston Total Industrial,,,280822802,0.04,68970,,15.74,,
