primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
East Hillsborough,Tampa CBD,Industrial,8456771,0.009,65880,108554,10.24,,
East Hillsborough,Northeast Tampa,Industrial,2319823,0,10176,0,,,
East Hillsborough,East Tampa,Industrial,49278680,0.029,28924,582000,12.09,,
East Hillsborough,Plant City,Industrial,16953354,0.098,165217,162470,6.57,,
East Hillsborough,Southeast Tampa,Industrial,3996934,0.178,0,298380,10.03,,
East Hillsborough Total,,Industrial,81005562,0.048,270197,1151404,9.24,,
West Hillsborough,Westshore,Industrial,3569841,0.01,-99,0,10.43,,
West Hillsborough,Airport,Industrial,13303759,0.038,-79829,273822,12.39,,
West Hillsborough,Southwest Tampa,Industrial,1852897,0.033,0,0,,,
West Hillsborough,Northwest Tampa,Industrial,2019102,0.009,11645,0,,,
West Hillsborough Total,,Industrial,20745599,0.03,-68283,273822,12.17,,
Hillsborough County Total,,Industrial,101751161,0.044,201914,1425226,9.45,,
South Pinellas,,Industrial,8668057,0.076,-9106,0,8.76,,
Mid Pinellas/Gateway,,Industrial,29498961,0.017,34997,770697,8.93,,
North Pinellas,,Industrial,6962279,0.009,16245,0,9.10,,
Pinellas County Total,,Industrial,45129297,0.027,42136,770697,8.87,,
Pasco County Total,,Industrial,10749252,0.036,-14741,2684296,8.71,,
Tampa Total,,Manufacturing,32305220,0.009,45052,86350,8.23,,
Tampa Total,,R&D/Flex,12972228,0.057,-175857,12000,13.84,,
Tampa Total,,Warehouse/Distribution,112352262,0.045,360114,4781869,8.80,,
Tampa Total,,Industrial,157629710,0.039,229309,4880219,9.30,,
