primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
Downtown,,Industrial,51559864,0.024,-368919,340000,4.50,,
Metro East,,Industrial,36925777,0.104,-826888,148500,4.29,,
North County,,Industrial,31050107,0.063,-112374,480000,5.78,,
St. Charles County,,Industrial,27884123,0.012,-51183,511365,7.29,,
Central County,,Industrial,20950378,0.018,33273,0,7.22,,
Earth City,,Industrial,19729360,0.049,85661,0,5.69,,
Westport,,Industrial,13586261,0.019,2510,0,6.38,,
Fenton,,Industrial,9723195,0.033,163727,0,7.33,,
South County,,Industrial,7110766,0.008,-47040,0,9.18,,
West County,,Industrial,6899962,0.005,-6800,0,9.59,,
Maryland Heights,,Industrial,3172686,0.146,160969,0,6.60,,
Total,,Manufacturing,36604169,0.014,-74016,0,4.49,,
Total,,R&D/Flex,8220775,0.032,15274,0,10.25,,
Total,,Warehouse,182867835,0.043,-908322,1479865,5.52,,
Market Totals,,Industrial,228592479,0.042,-967064,1479865,5.51,,
